task_Number,endpoints_location,bandwidth_demand
0,"[11, 9, 8]","[0.10496062648737203, 0.6466559380879566, 1.1711716669765189]"
1,"[11, 9]","[2.9735036010253464, 0.06463240264951753]"
2,"[11, 6]","[0.34797164862627505, 0.8294394641046551]"
3,"[6, 7, 8, 9]","[1.0089405816956891, 1.018241573688064, 0.0905726934862936, 1.5981036038218588]"
4,"[7, 8]","[0.5020284327948781, 2.1551639011343644]"
5,"[11, 6, 7, 10]","[1.557052382851237, 2.5585895097773053, 0.21618102881582424, 1.1698648426565883]"
6,"[8, 7]","[1.2509341502858895, 2.108067642992827]"
7,"[9, 7, 10]","[2.9496720336428544, 0.8303345548112842, 0.008846959093574802]"
8,"[7, 11, 8]","[3.1899640292578786, 0.9097337427575832, 0.45982263546395086]"
9,"[10, 8, 9, 6]","[0.3161913700288643, 1.2806232795463932, 1.9399014709859703, 1.3934255237450552]"
10,"[8, 11, 7, 6]","[0.8345956484612339, 1.5690337787432362, 2.4407678410103593, 1.89746714888033]"
11,"[11, 10, 9, 7]","[1.8919513285380498, 0.3472042542044457, 2.70616925747537, 1.359262604878017]"
12,"[9, 7, 10, 6]","[0.31983743297203304, 1.303080539279173, 2.0902810074641285, 2.206096705283943]"
13,"[9, 11, 7, 10]","[2.0427933084691063, 2.1197558397800496, 0.7441423315133748, 0.8744951491979418]"
14,"[10, 7, 11]","[1.759611269174283, 2.0209513574345164, 0.8621817860572982]"
15,"[6, 11, 10, 9]","[0.7662617078136027, 0.5159371648546307, 1.0236567141657675, 1.3962356834276184]"
16,[9],[2.01710869220008]
17,"[9, 10, 8, 7]","[1.4509921686313556, 0.10570941778936449, 0.9694198941583493, 1.4366535209722726]"
18,[7],[2.1679045357646514]
19,[6],[1.0206937523709494]
20,"[9, 11, 7, 6]","[1.9409193900432045, 0.4892630224456709, 0.8963456873593433, 1.418307001637186]"
21,"[7, 10]","[0.9265425084071792, 1.5692527491992978]"
22,"[8, 11]","[1.6733494132666804, 3.3271541465951886]"
23,"[11, 7, 9]","[0.5822792202321397, 0.9760650713198942, 0.8759078840375556]"
24,"[7, 10]","[2.8094205396421676, 0.5140527728764388]"
25,"[9, 8]","[1.8332908088542657, 0.27855527376715483]"
26,"[7, 9, 11, 8]","[0.36672661075783264, 1.477321709213136, 0.4152288233453011, 2.350095365421372]"
27,"[8, 6, 9, 10]","[1.145757821429517, 0.2831829427498914, 2.4877897498666797, 0.4918603277452993]"
28,[9],[2.9407856713946123]
29,"[9, 6]","[1.9335174706491298, 1.8654337877198528]"
30,"[8, 7]","[1.2470834419940662, 0.46183414250157795]"
31,"[11, 9]","[0.16673218749364593, 1.4596915319689854]"
32,[7],[0.2615134695780268]
33,"[9, 10, 7, 11]","[0.8558451784737539, 0.5716340788853489, 1.0813478441975157, 0.09423626008581687]"
34,"[7, 11]","[0.6577173744395359, 2.2255484407538644]"
35,"[10, 9]","[1.505567485601681, 0.20467169552076458]"
36,"[9, 11]","[0.6772724522518309, 2.7263685771829964]"
37,"[7, 11, 10]","[0.8653911997009714, 1.0217890121336612, 0.8670697661433906]"
38,"[10, 8]","[2.4321571665841613, 1.5405574511790385]"
39,"[7, 11, 8]","[2.3908732790844716, 2.222191811842393, 1.839519935299966]"
