task_Number,endpoints_location,bandwidth_demand
0,"[11, 7, 9]","[0.7715637265015619, 2.04657007739286, 1.126203545967809]"
1,"[6, 9, 10, 8]","[1.4342718360206934, 1.4726084867750895, 1.5152991125286341, 1.1186226428536497]"
2,"[7, 9]","[1.4926840008518822, 1.0730790075164292]"
3,"[11, 7, 10]","[1.3044066229491966, 1.0673621452102997, 1.2766850409818904]"
4,"[9, 6, 11]","[1.4493459902223291, 0.8501246692460258, 2.45088408317479]"
5,"[6, 7, 8]","[1.808021316922083, 1.9398550153714607, 0.43598290065722445]"
6,"[7, 8, 6, 11]","[1.1527813916875584, 1.963382055298282, 0.3756524405747983, 2.018285186064701]"
7,[11],[1.9273136945118208]
8,"[6, 10, 8, 11]","[1.1276040552805722, 0.5707097554872836, 2.4008642885001192, 2.6742715438129516]"
9,"[10, 7]","[0.5566303629166203, 2.3838508213609257]"
10,[11],[2.299010436221766]
11,"[11, 10, 9]","[0.28495220873949745, 2.1192716644237217, 0.24481973989439554]"
12,"[6, 9, 10, 8]","[0.480375044323197, 0.2333035998136459, 2.045576660871979, 0.2065711303835429]"
13,[10],[1.4040245986288218]
14,"[7, 11, 9]","[0.8002470698362667, 0.12624093845701134, 1.2001735005504932]"
15,"[8, 7]","[2.159678842558705, 1.3103884516403315]"
16,"[8, 6, 9, 7]","[0.7087422621973021, 1.4604246863281247, 2.493185965569067, 2.0309153002098723]"
17,"[11, 6, 8, 7]","[1.6776861827026806, 2.2308147028608305, 1.2414113349179505, 1.4816577022668138]"
18,"[8, 10, 11, 6]","[0.425178614690519, 0.7656960924691892, 1.2511538281418506, 1.5224809187920954]"
19,"[11, 7]","[2.163822390621621, 0.39290018926826875]"
20,"[10, 9, 6, 7]","[1.5975203062207886, 1.2759837063414738, 1.7691035159269226, 1.2513131657865295]"
21,[10],[1.1627777755408701]
22,[9],[0.13556805281374973]
23,"[7, 11]","[1.345626617884784, 0.12605232901315722]"
24,"[11, 9, 10]","[1.271266511043607, 0.6374342614402677, 1.3191534725630807]"
25,"[7, 11, 9, 6]","[1.2129537283416414, 1.9928577368469458, 2.4565998141249548, 1.4240705775464255]"
26,"[6, 10, 7, 8]","[0.6600086735899126, 0.8390683214973714, 2.1998272225272233, 2.2073320923027993]"
27,"[10, 11]","[1.3946235605663848, 0.7595725783542459]"
28,[10],[0.7901295347392954]
29,"[9, 10, 11, 8]","[0.2851418391569287, 2.282742674749061, 0.3201398691895909, 1.161349793151895]"
30,[6],[0.5150895915240594]
31,"[11, 10, 6, 7]","[2.2717594462446153, 1.0695322576581532, 0.8985033542779018, 3.343122710540535]"
32,[9],[1.484326073296563]
33,[9],[2.1062589093005677]
34,"[6, 8, 7]","[1.5809478315065222, 2.4338240735041645, 0.8603793604220977]"
35,"[7, 10, 8]","[1.4997468029124168, 1.5043199542487047, 0.10959478139465928]"
36,"[10, 7, 6]","[0.9357107235459444, 1.6293525555939414, 1.4791537900353917]"
37,"[8, 9, 10, 6]","[0.20535928307811036, 1.1494391797969246, 2.9933612778979715, 0.2248933255400266]"
38,"[6, 8, 10]","[1.3914516347402468, 0.17331997707146463, 0.39246076532350327]"
39,"[10, 9, 7, 6]","[1.020400853533104, 0.49941458163308106, 2.3481440269881384, 2.0729841844389965]"
