data_link, bandwidth_capacity
"(1, 2)",5.855485433543567
"(3, 2)",5.855485433543567
"(8, 2)",5.855485433543567
"(4, 10)",5.855485433543567
"(7, 1)",5.855485433543567
"(3, 0)",5.855485433543567
"(2, 8)",5.855485433543567
"(9, 3)",5.855485433543567
"(6, 0)",5.855485433543567
"(2, 1)",5.855485433543567
"(3, 9)",5.855485433543567
"(0, 5)",5.855485433543567
"(1, 4)",5.855485433543567
"(5, 4)",5.855485433543567
"(3, 4)",5.855485433543567
"(2, 5)",5.855485433543567
"(1, 0)",5.855485433543567
"(10, 4)",5.855485433543567
"(0, 1)",5.855485433543567
"(0, 3)",5.855485433543567
"(11, 5)",5.855485433543567
"(4, 1)",5.855485433543567
"(4, 3)",5.855485433543567
"(5, 11)",5.855485433543567
"(0, 6)",5.855485433543567
"(5, 0)",5.855485433543567
"(1, 7)",5.855485433543567
"(4, 5)",5.855485433543567
"(2, 3)",5.855485433543567
"(5, 2)",5.855485433543567
