task_Number,endpoints_location,bandwidth_demand
0,"[11, 9, 7, 10]","[0.19144809155679932, 2.0011339834995354, 2.8017811565920567, 2.7598307559493755]"
1,"[7, 6, 11, 10]","[0.16739662936078648, 1.098199915245638, 1.3845784656602889, 1.6857793765501425]"
2,"[11, 8, 7, 6]","[1.8817146513912728, 2.6195096617011044, 1.9674845825979759, 1.1124621053023318]"
3,"[9, 10]","[2.477219306105727, 1.6026595584206829]"
4,"[9, 7, 6, 10]","[1.9393478564453197, 1.2492645404526797, 1.3978354194975728, 1.5141174601325502]"
5,"[6, 8, 11]","[0.05702995408556133, 1.0509197253001554, 0.01849315742423341]"
6,"[9, 6]","[1.7893081345394044, 1.9140394344143687]"
7,"[7, 10, 11, 6]","[0.8911178730568279, 0.6734244885950262, 2.0821128024785462, 1.0225582489382874]"
8,"[7, 9, 6, 11]","[1.7189060022934302, 1.810199612468754, 3.4295932438151593, 2.9274434106330594]"
9,"[10, 8, 11]","[1.4961549695439678, 0.3281427752746102, 2.304920950821801]"
10,"[7, 8, 9, 10]","[1.5273215333197703, 0.6350978561598393, 0.8506373772828648, 2.583361050473001]"
11,"[10, 6]","[1.4361967861912612, 0.17523577126418932]"
12,"[11, 10]","[2.2294302329979256, 0.40316319210908413]"
13,"[11, 7]","[0.7373830410223288, 0.8324224375697473]"
14,"[7, 11, 9, 6]","[0.48005156490551604, 0.4788572303472689, 3.067195226850298, 1.7287389899962853]"
15,[11],[0.9220857664075598]
16,"[11, 10, 8]","[2.6937962493742758, 1.929563677974201, 1.4094675932190244]"
17,"[8, 10, 11]","[1.1707437582150475, 0.41735879347890026, 0.1952014828122115]"
18,[10],[1.9725437878842749]
19,"[9, 8, 10]","[1.0576478939375769, 2.2426167518764135, 1.2486379802832863]"
20,"[7, 10, 11]","[3.2177645376957376, 1.5990899556866678, 1.1589813473511181]"
21,"[9, 7]","[0.8931420811595272, 0.5104623409003896]"
22,[6],[0.8238716087608771]
23,"[7, 11, 10, 9]","[2.0796953755772964, 2.137142824432958, 0.2115786134317338, 2.3502440484634803]"
24,"[7, 10, 6, 8]","[0.08705142163262469, 0.29764150409026136, 1.3169538744446003, 2.0201519059271025]"
25,"[10, 9, 7, 8]","[2.4568419714538683, 0.7427047052661393, 0.8182910291318211, 0.14063984027191978]"
26,"[7, 6, 10, 11]","[0.5733871319059147, 0.8917385513036341, 1.3537514596978748, 1.7172387503088333]"
27,"[9, 7, 6]","[0.8858856928060528, 1.6015969594182426, 0.27095122473823385]"
28,[7],[0.7994865247442142]
29,"[11, 10, 7, 8]","[1.7256396398253038, 0.5131510866316855, 0.45317496074456554, 1.235550817085194]"
30,[8],[2.342427430790277]
31,[9],[0.1810075000152952]
32,"[11, 8]","[2.023706944807731, 1.0749710946311772]"
33,"[9, 11, 10, 7]","[5.279090519449969e-05, 0.5454014085293821, 1.6233632256221924, 2.501884897594782]"
34,"[10, 7]","[1.3753123374137692, 0.7274857866138191]"
35,"[10, 7, 9, 6]","[2.530207472628377, 0.9599515018791513, 1.7123033562602985, 0.7463503217993631]"
36,"[10, 8, 9]","[1.0867172306364323, 1.4112510227254407, 2.2618615882381823]"
37,"[10, 11, 7, 8]","[1.7576355813776936, 2.404993344766197, 0.23371510579782173, 1.7929897711470968]"
38,"[9, 11, 7, 10]","[0.7921614116567632, 2.860172249410763, 0.5607262159507096, 0.4643691728864152]"
39,"[6, 9]","[2.062725929425904, 1.6729892635550883]"
