data_link, bandwidth_capacity
"(1, 2)",5.739909217612908
"(3, 2)",5.739909217612908
"(8, 2)",5.739909217612908
"(4, 10)",5.739909217612908
"(7, 1)",5.739909217612908
"(3, 0)",5.739909217612908
"(2, 8)",5.739909217612908
"(9, 3)",5.739909217612908
"(6, 0)",5.739909217612908
"(2, 1)",5.739909217612908
"(3, 9)",5.739909217612908
"(0, 5)",5.739909217612908
"(1, 4)",5.739909217612908
"(5, 4)",5.739909217612908
"(3, 4)",5.739909217612908
"(2, 5)",5.739909217612908
"(1, 0)",5.739909217612908
"(10, 4)",5.739909217612908
"(0, 1)",5.739909217612908
"(0, 3)",5.739909217612908
"(11, 5)",5.739909217612908
"(4, 1)",5.739909217612908
"(4, 3)",5.739909217612908
"(5, 11)",5.739909217612908
"(0, 6)",5.739909217612908
"(5, 0)",5.739909217612908
"(1, 7)",5.739909217612908
"(4, 5)",5.739909217612908
"(2, 3)",5.739909217612908
"(5, 2)",5.739909217612908
