,valuation coefficient
0,16.720831873490692
1,16.538689920981113
2,18.290017674376863
3,198.329076844186
4,29.789423949694037
5,18.291876394064516
6,13.969259806065953
7,27.5384942803421
8,27.616107390858204
9,28.330524830470694
10,14.948628036503598
11,16.066527871340117
12,185.20226102986766
13,183.7729087245533
14,11.145349456842077
15,24.226639011980602
16,18.121138704601915
17,28.42814667942515
18,18.12508580195386
19,16.761441736078893
20,23.690480142241526
21,21.584565945179683
22,28.518074058450182
23,8.368029023681515
24,26.42372761619797
25,28.84686692209219
26,21.163807476236443
27,23.45614282396439
28,10.964023999835568
29,12.260775766859387
30,16.2647274577428
31,28.250067873334498
32,192.53643242787297
33,12.910992424210097
34,26.904066493562834
35,9.109679577137554
36,26.586702956632774
37,12.162445692148374
38,27.42758253990996
39,19.60868690464424
