,valuation coefficient
0,22.221798595952862
1,14.401448199707076
2,20.22053350199948
3,14.49596847387073
4,8.157113321164113
5,180.6147403800665
6,8.570772907443265
7,12.829387590405911
8,184.92501214241614
9,9.355321009388074
10,16.632189031943742
11,20.39146239527917
12,13.616556485198895
13,23.686947691268003
14,15.367273470952854
15,10.315406860567453
16,193.6926406169836
17,22.544289375718
18,21.47881488458674
19,15.144177579254919
20,20.485479769459396
21,16.091673351400807
22,28.557568798460995
23,17.193240793021296
24,20.35663514017039
25,24.613149619126425
26,23.371972525025228
27,29.740119825658066
28,28.495874973744364
29,29.860934882286433
30,11.038909146567836
31,13.64027476554342
32,21.265233576719304
33,19.2561546867477
34,22.953334085044904
35,27.951959420114783
36,11.538808741162033
37,22.87207412869231
38,186.7324852441958
39,12.100558321272047
