,valuation coefficient
0,11.645316120588525
1,16.1703562457761
2,8.411049028990963
3,199.6972642399952
4,8.744673665873025
5,14.677744102479174
6,191.1560545839014
7,9.754402076588576
8,24.9620358414794
9,8.706169977067843
10,10.339676638880347
11,22.421306357844145
12,10.510537395631761
13,13.916751452448006
14,26.53122090358227
15,23.693855551303507
16,17.80681766437135
17,20.70828740851432
18,8.40457373292568
19,15.67926029986613
20,8.456336395331281
21,15.793788559281108
22,13.41947530295294
23,15.982855214702372
24,12.840979354525981
25,18.405761332078185
26,14.534392978573557
27,25.372586789301177
28,13.374776449876595
29,20.835660576760404
30,187.05235639082676
31,8.60202913822693
32,21.579966264321676
33,11.598050770098073
34,17.079841094740544
35,13.862527103379783
36,188.26177457696537
37,19.57742112337917
38,21.200419591697994
39,18.10194466189547
