task_Number,endpoints_location,bandwidth_demand
0,[7],[0.9500613949291126]
1,[6],[1.4938896365585155]
2,"[8, 9, 7, 6]","[1.0044306431203356, 2.2604206845063493, 0.12078944810115888, 0.556343284471631]"
3,"[10, 11, 6, 7]","[1.6898394215211066, 0.6731312258380286, 1.6812579452263519, 0.29212600186541304]"
4,"[6, 9]","[0.5853416809953761, 1.6229458973818982]"
5,"[7, 11, 9]","[1.6541509252588735, 0.2806977899409331, 0.5323987164480348]"
6,"[7, 8, 10, 6]","[0.20671933402790432, 2.0430288243096855, 0.02479654134723297, 1.96413771261963]"
7,[6],[1.2606733491766438]
8,"[10, 8, 9, 6]","[0.7741076154703893, 0.16551573585966284, 1.9437020624593666, 1.2604368011960108]"
9,"[7, 11, 6, 9]","[2.8226800190793533, 2.8479285303092174, 0.6483074557301752, 0.7355977285333724]"
10,"[7, 10, 9]","[0.41312671828312775, 0.6006950829535472, 0.6573747441852043]"
11,"[10, 11, 6]","[1.4238574786014377, 1.5399119064724127, 0.9266063670462557]"
12,"[6, 7, 8]","[1.8782212963999276, 0.2741676874975264, 0.15100600233061579]"
13,"[6, 11, 9, 10]","[0.4698452304131625, 1.2860830542880595, 1.304231541091108, 0.43157110050639624]"
14,"[10, 6, 8]","[2.512881493294544, 0.10761898365004963, 0.22750188096613444]"
15,"[9, 10, 6]","[2.131098086168226, 1.850376188614975, 1.4514608916445717]"
16,"[8, 10]","[2.204796997207124, 1.4974291318327475]"
17,"[6, 9, 7, 11]","[1.6038005908619728, 1.2261158066455349, 0.5931601442884531, 1.391650886537886]"
18,"[10, 9, 11]","[1.7771057743003822, 1.014147648559861, 0.580394059530203]"
19,"[11, 7, 9, 6]","[1.6456863714520948, 0.28704278431484076, 2.6762896712808306, 0.07895567215639199]"
20,"[6, 11, 9]","[0.21700008153070904, 0.6122715145590318, 0.45921607214647964]"
21,"[11, 6, 8, 7]","[0.8101149614098441, 1.307947020114036, 1.1688143866846405, 2.2752467779606764]"
22,"[6, 8, 9]","[0.8536324732809897, 0.7755669414812265, 1.1332707362636498]"
23,"[6, 9, 11, 10]","[1.3481625282570733, 1.4444181672124579, 0.15290748738001247, 0.5970054015222669]"
24,"[8, 10, 6, 9]","[2.6884443077577194, 2.163506968926214, 0.9157492572013, 0.3222093897203031]"
25,"[9, 8, 11]","[0.9251684381902491, 0.7994144339731761, 0.24397760507934885]"
26,"[10, 6]","[0.04114420994468715, 2.9797493619567987]"
27,"[6, 9, 7, 11]","[1.2281277008940443, 2.7893363296809515, 1.1567590134336485, 0.04742530754931473]"
28,[11],[1.2972167784942612]
29,"[6, 7]","[1.7883927624828266, 2.152451064291357]"
30,"[6, 9]","[0.9768418352541051, 0.3873468992936121]"
31,"[6, 9, 10]","[1.1541465387392873, 0.9283343087723386, 1.9775968389502943]"
32,"[6, 7, 10, 9]","[0.3038535892963091, 0.21152581398955628, 1.0185142761779864, 1.229640991542819]"
33,"[7, 6, 11]","[0.6345167057264418, 2.0894075029914783, 1.6923994412398748]"
34,"[7, 11]","[0.19149948709230946, 1.7500000282326043]"
35,"[6, 11, 7, 8]","[0.9501668853000971, 1.8951368418662105, 1.6282852439259599, 1.963463314994584]"
36,"[10, 9]","[1.7072200000638327, 1.750079856197303]"
37,[10],[1.580153336523634]
38,[11],[0.9787930133946475]
39,"[11, 10]","[0.7664779523509958, 2.3974190849008883]"
