,valuation coefficient
0,20.38629156573581
1,28.217129646072443
2,15.071389183593226
3,15.020570037218477
4,191.58513450307868
5,20.64358789363753
6,18.464477437384076
7,18.59270596895189
8,13.86543060322524
9,16.416213937966283
10,10.04560554336224
11,28.62035732054618
12,13.308323827948605
13,192.8860247731168
14,18.91894434969306
15,19.201859873859895
16,27.812876231292194
17,13.00463462755577
18,28.216832583927797
19,20.624435065944617
20,26.514909124588705
21,22.0799469616958
22,28.004624399106373
23,10.633075987709288
24,15.296491055318999
25,16.524175019241234
26,27.413534293153813
27,8.97757243832505
28,8.80662849058612
29,188.4489408924692
30,28.464924518362857
31,9.428972107744217
32,23.77067125152007
33,26.07993880013519
34,20.445146677493092
35,15.809193613664181
36,27.257008414456678
37,10.807294192504893
38,191.53918887772386
39,28.479460717749777
