,arrive_time,finish_time,start_time,usage_time
0,0.4094062978063273,11,2,3
1,0.7817447098310981,6,1,1
2,0.7976302459686091,11,2,3
3,1.0497109355581669,11,2,1
4,1.1366537447293368,10,2,3
5,2.100805538645183,9,4,1
6,2.319660408044083,11,3,3
7,2.3673507370388727,11,4,2
8,2.579716412752475,11,4,2
9,3.0729923092496056,11,5,1
10,3.0803539773781674,11,4,1
11,3.413383851062753,11,4,3
12,3.8595150756791377,11,5,3
13,3.8934118793407633,11,4,3
14,4.176056650434131,11,5,3
15,4.315085897027828,11,6,3
16,4.327949601876417,11,6,2
17,4.5174604919431305,11,5,1
18,4.768732464088746,11,5,3
19,4.867139345602717,11,6,1
20,4.945634144033156,11,5,2
21,4.9986687514210315,11,5,2
22,5.172085512103069,11,6,2
23,5.203432007724212,11,6,3
24,5.452638127999162,11,6,3
25,5.897060818707792,11,6,2
26,6.2008767266781515,11,7,3
27,6.4084991888290865,11,7,1
28,6.980765205383733,11,8,2
29,7.238369375231287,11,9,3
30,7.389654766699726,11,8,3
31,7.601720324340425,11,8,1
32,7.82320528651598,11,9,3
33,8.126941625237695,11,9,3
34,8.611016930980893,11,9,2
35,8.776551443265856,11,10,2
36,9.085839385674504,11,10,1
37,9.136445196853517,11,11,1
38,9.521096298656103,11,11,1
39,9.983831676378989,11,10,1
