task_Number,endpoints_location,bandwidth_demand
0,"[8, 6, 9]","[1.2471793883558633, 2.610536974716383, 0.6292440279945665]"
1,"[8, 6]","[2.207383795780467, 1.3975932378197984]"
2,"[10, 7]","[1.7723952555821207, 0.5997983528450934]"
3,"[8, 11, 10]","[1.1620773313005799, 1.6680186765426606, 2.2201726939527004]"
4,"[8, 11]","[1.7697754745461547, 0.191160646395086]"
5,[8],[0.9676508050738979]
6,"[10, 8, 11, 7]","[1.2058730731459313, 1.141380383080464, 1.0938567515667637, 0.5768888759750351]"
7,"[6, 7]","[1.395039867623418, 0.19245934938823372]"
8,"[8, 6, 11]","[1.2063764246895006, 1.7239778115504754, 0.4981366983594534]"
9,"[10, 6]","[1.5218484962276875, 0.6491202012471147]"
10,"[8, 11, 10]","[0.9206601855163048, 0.13573038844475638, 1.5360319200357244]"
11,[11],[2.2884287677923183]
12,"[8, 6, 7, 10]","[0.7983053889381586, 1.7106842005290797, 1.6936008253145756, 2.1612165631147255]"
13,"[7, 11]","[1.4062260737564727, 1.2023353570303095]"
14,"[11, 9, 6, 10]","[1.1076979202367077, 1.1870503100754333, 1.014243661833564, 1.7615904412503407]"
15,"[11, 9, 10, 8]","[1.2014542137144064, 1.4836719154964357, 2.144854931792354, 1.7080233502140745]"
16,"[8, 7, 6]","[1.5996620240329658, 2.3250341370875254, 0.3932710919052953]"
17,[7],[2.2859548420636666]
18,"[11, 8]","[2.0171752255372843, 1.418179633409307]"
19,"[7, 11]","[0.3884773618173232, 1.3321614277215224]"
20,"[9, 10, 7, 11]","[1.3534618571672068, 0.16767915493439767, 1.590956008399734, 1.2842370838271326]"
21,"[8, 6, 7]","[2.2780555429167753, 1.3128689165076843, 1.6520891697275344]"
22,"[8, 6, 7, 11]","[0.7694408367714018, 1.6724427167041798, 1.6819010785222341, 2.5794847890724473]"
23,"[11, 7, 9]","[1.5107027594280247, 1.3533466130601126, 0.4473799080385966]"
24,"[6, 9, 11, 10]","[2.7456758993721833, 1.4479456835193405, 1.0475297933611678, 0.6895250232679132]"
25,[11],[1.2735375063380439]
26,"[7, 8]","[0.5382857011809854, 3.6119814107059125]"
27,[10],[1.8853396483348934]
28,[7],[0.9648345008850938]
29,[6],[2.1999324711191828]
30,"[9, 11, 8]","[1.0133851655804373, 0.6829486290452276, 1.2460968144187794]"
31,"[11, 7]","[1.1111545977073956, 0.8001447692024526]"
32,[10],[2.152919719662969]
33,"[7, 9]","[1.5098369001844927, 0.8577083618728634]"
34,"[11, 9]","[2.1355978026523452, 1.3603993929469476]"
35,"[11, 8, 7, 9]","[1.2062439604716442, 1.142563643644431, 0.2770957538764933, 0.8755728696783668]"
36,"[10, 7]","[0.274102768706212, 1.1690120094940566]"
37,"[10, 7]","[0.21778502134073996, 0.8233127096352714]"
38,"[9, 7, 10, 8]","[2.166550700855806, 2.5358669708351735, 0.40685579658656434, 0.6144904244407676]"
39,"[6, 10, 9, 8]","[0.78363294712238, 2.452328568417104, 1.214674912646805, 1.4464747659662403]"
