task_Number,endpoints_location,bandwidth_demand
0,[8],[1.2814230143287153]
1,"[10, 9, 7, 6]","[1.000928413795707, 1.7264450815742656, 0.8625867952009023, 2.9989880572212444]"
2,"[8, 10, 6]","[1.6890014082681857, 2.7003486754584163, 0.558732757505499]"
3,[8],[2.1841501068063955]
4,"[11, 8, 7, 6]","[0.922637523250933, 0.9390902321270048, 0.48311885052664194, 1.3197546457657934]"
5,[10],[1.6394120129222873]
6,"[7, 6]","[0.3473364367565849, 1.903307905770612]"
7,[10],[2.294916952801075]
8,[10],[1.6001072081462684]
9,[7],[2.408196160148225]
10,"[9, 6, 7]","[0.1890968235301026, 1.4640706915416855, 0.5136005780569346]"
11,[9],[1.6026243780998495]
12,"[7, 11, 6]","[0.8788823082002795, 0.6776410746344842, 1.663378754659866]"
13,"[10, 7]","[0.9813884731225123, 0.5259227677419165]"
14,[10],[2.513155327374487]
15,"[7, 9]","[2.1602601159455874, 1.0466572835139782]"
16,[7],[0.3157797240392508]
17,"[11, 9, 7, 8]","[0.3639979907500218, 2.3009446219096756, 0.5552581865617319, 1.7918462463917473]"
18,"[6, 7, 10]","[2.504445637955746, 1.412887129797401, 1.7766687585304899]"
19,"[7, 11, 10]","[1.1505090346155025, 1.5458432990005178, 0.6643301985357454]"
20,"[10, 9]","[1.280560419876249, 0.5670617434955851]"
21,"[11, 8, 6]","[1.450518056960812, 3.824019944188001, 2.0569070053492817]"
22,[11],[2.337517268545966]
23,"[11, 6, 8]","[1.630484117754139, 0.9526936696248879, 1.6075661155162542]"
24,"[6, 10, 11]","[0.8172244233146428, 1.849259150596624, 0.38572282572701244]"
25,"[10, 11, 6, 8]","[0.3613355787434577, 1.0162003515721543, 0.7324032707658537, 1.978174713749751]"
26,"[9, 11, 8, 7]","[1.6511306392743665, 1.8355753986632584, 0.24573886367036057, 0.55867892990295]"
27,"[8, 7, 9, 11]","[3.244200647159363, 0.9676109205055021, 0.7141128566733839, 2.992966207427249]"
28,"[9, 6]","[3.810591748884883, 0.7329793401179812]"
29,"[11, 7, 10, 9]","[0.6859258082047794, 0.4536447958114356, 2.532703526135323, 1.6003329322333726]"
30,"[11, 9, 7, 6]","[0.6806072742198095, 0.7355302664415649, 1.8936113206980996, 0.6480135557109848]"
31,"[7, 8, 11]","[1.2293015380230417, 1.3095500775155042, 0.21287174567772116]"
32,"[10, 8]","[2.3277080127170873, 1.7190594252922824]"
33,[9],[1.016961175066439]
34,"[6, 7, 11, 8]","[0.2798306392780958, 1.363015554453819, 0.6955500075230943, 0.6252191004465727]"
35,[8],[2.5373979694650526]
36,"[10, 7, 6]","[0.803226791041165, 0.6946644437947876, 1.5603657330414786]"
37,[6],[0.9429507368504367]
38,"[10, 8, 9]","[1.2356312211420457, 1.4335833093332027, 2.1702854018752724]"
39,"[7, 6]","[1.532158136006108, 1.2204948116216967]"
