,valuation coefficient
0,9.101644934957278
1,19.045241918181507
2,21.04878803045397
3,189.91793433479265
4,29.195763850337457
5,15.454598126427385
6,19.623677966204138
7,14.834055079083099
8,17.11341653412979
9,10.314611057241072
10,14.39411719910471
11,16.885505597569
12,13.086288481846951
13,25.705583525179655
14,14.355602887267152
15,23.085077726829617
16,27.9565690234792
17,11.616503677264866
18,12.303055705073756
19,25.54504502476345
20,18.622393861728796
21,16.21084430861809
22,8.621183969639965
23,13.731130365598359
24,18.689316930276135
25,24.531480651375897
26,10.14997196820564
27,181.38275640433417
28,23.00054114648374
29,10.676954420298804
30,25.089793592172953
31,9.409573039251608
32,23.83199916107035
33,194.72234026695642
34,16.858468934970983
35,11.060170919897878
36,187.38712746239543
37,10.548203826806294
38,28.92345490540336
39,24.832641562797033
