task_Number,endpoints_location,bandwidth_demand
0,"[11, 6, 7]","[0.08876150869443356, 0.4316697374999263, 1.2658136931979538]"
1,"[9, 11, 7, 10]","[0.8227180154416012, 2.655118681671834, 3.1703953153036024, 1.351052334218671]"
2,"[9, 10, 11]","[1.8087052654401692, 1.5861966711035431, 1.5616136838145445]"
3,"[10, 6, 9, 11]","[1.268112736232335, 0.05346760264258166, 1.644687974723738, 0.9740925458198572]"
4,"[8, 10, 11, 7]","[0.3549587529597955, 0.8884801687715926, 1.9233127364706197, 0.7780354758991865]"
5,[6],[0.3410290644152423]
6,"[10, 11, 6]","[1.9459793913774261, 1.2858113739173924, 0.6728939463537706]"
7,"[9, 11, 7]","[2.447746594860029, 4.112221467700985, 0.914534012709399]"
8,"[11, 10, 8]","[2.5810277618613178, 1.2391504986877666, 1.884911041599131]"
9,"[7, 9, 6]","[0.9141792465845548, 1.956132005886014, 1.873342163368103]"
10,[10],[0.766761081427217]
11,[9],[1.5659852996187413]
12,"[10, 7]","[2.2703520134957236, 0.37875768817942457]"
13,"[10, 9, 8]","[1.4824422220342564, 2.8546973397981654, 0.20563979766550022]"
14,"[11, 8, 9, 6]","[0.5056102828545481, 1.7831608926785243, 1.3729434883484601, 2.130504643721621]"
15,[9],[1.7750809499529296]
16,"[11, 6, 9]","[0.5953430265523145, 1.6624044047576096, 2.2869847502177114]"
17,"[11, 7]","[1.3434373195487606, 0.827483273124007]"
18,"[8, 10, 6, 9]","[0.28439362989345707, 0.6583341692218675, 2.012050350067126, 1.593795245168653]"
19,"[11, 9]","[2.706177817339818, 0.2130284269481063]"
20,"[8, 11, 7]","[2.2789698159364282, 1.2919873349220787, 0.2992548685655291]"
21,"[8, 9]","[0.6815963425271518, 2.2109183763105964]"
22,[9],[0.3864817979222742]
23,"[7, 8]","[0.8531896628077472, 1.472565761189148]"
24,[11],[0.8496727730705322]
25,"[6, 9, 10, 11]","[1.286757443619508, 0.9879267101556194, 1.223365805120912, 0.6036906626724915]"
26,"[6, 8, 11]","[2.14349388525479, 2.4823194738416268, 1.6817523202553581]"
27,"[7, 8, 10]","[0.5234963345328605, 2.1693261084088395, 0.773579968659894]"
28,"[6, 9, 11]","[4.072746302124472, 0.2805746517952191, 0.5408199744136102]"
29,"[7, 8]","[0.4140348439039804, 0.7216828241906743]"
30,"[10, 9]","[1.4851939095282152, 0.7494123351095991]"
31,"[6, 10, 7, 9]","[1.1712882876888409, 0.5398891688542045, 0.6789323127273899, 0.8866547129615572]"
32,[7],[1.673166752237246]
33,"[10, 9]","[1.455770551900214, 2.3602393467743896]"
34,"[9, 10, 11]","[0.17593664964233025, 0.8687190011910448, 0.2652750140391158]"
35,"[11, 9]","[2.778590877765577, 1.1507719339374993]"
36,"[10, 8, 11]","[0.005603499762526276, 1.0218856654961894, 1.2022028907753262]"
37,[9],[1.8290928170336016]
38,"[10, 6, 11]","[0.12611700794822145, 1.7362177505509617, 0.436675789427301]"
39,"[7, 8, 10, 9]","[1.6397677629383285, 0.3154903170627903, 2.403522463955012, 2.2784176330215598]"
