task_Number,endpoints_location,bandwidth_demand
0,"[11, 9]","[1.4377116767470908, 1.6817441299355609]"
1,"[6, 8, 7, 11]","[1.6778956195272978, 1.498373177736779, 1.6651981415587787, 1.0749254678699105]"
2,[8],[1.5915813641095449]
3,"[11, 8]","[1.1394357012728935, 1.7262712508715845]"
4,"[8, 7, 6]","[0.5199542104864342, 2.2562181382169024, 2.3188693761507273]"
5,[11],[0.691377590135742]
6,"[11, 8]","[1.8812147443389997, 0.5539359189773374]"
7,[8],[1.2049533598233906]
8,"[7, 8, 10]","[0.41511055588665435, 1.031194814369369, 1.3180212089498584]"
9,"[8, 7, 10]","[3.287616739438178, 1.3140335704624484, 2.3759311558404144]"
10,[10],[0.6464813157687644]
11,"[10, 6]","[1.5592390252172563, 1.4774529018372742]"
12,[9],[1.8047777157503044]
13,"[7, 11, 6]","[1.8570093920302961, 2.1147069994876393, 1.2099265410352193]"
14,"[6, 11]","[2.4732562895059877, 0.918501550890056]"
15,"[9, 11, 10]","[1.1756658074902846, 1.2463728447224864, 0.5559357311700039]"
16,"[11, 10]","[0.793760649248304, 0.1981256457277124]"
17,"[9, 11, 10]","[1.1634231380896454, 2.747889838076089, 1.4990470083131684]"
18,"[6, 11, 10]","[1.4949261282440065, 2.101379347906607, 1.9714480246597237]"
19,[9],[1.1384289394670222]
20,"[8, 11, 7, 6]","[1.4518592851853727, 0.6119858179450837, 1.9058525738096512, 0.468571089714485]"
21,"[9, 11, 8]","[2.7151546075631883, 1.2430281656840905, 0.4403547615821486]"
22,"[9, 8, 10, 11]","[2.3930071782006044, 1.076384953373575, 1.0257851371415925, 2.1282310698823115]"
23,"[9, 8, 10, 11]","[1.9442783470556968, 1.3932293987723576, 0.6983450385939467, 1.7990864664533748]"
24,"[9, 8, 10, 6]","[0.9937614109106753, 0.6621964838496199, 0.8899096095450174, 0.22129871193712425]"
25,[8],[0.7773775598194061]
26,"[10, 7]","[0.37538288758804017, 1.7256121600825858]"
27,"[10, 7, 8, 11]","[0.9802746242714389, 0.6456913509851325, 1.5325930023114802, 1.3802264058106821]"
28,"[10, 8, 7, 11]","[0.7766538694274584, 1.3752593597993026, 0.8613751424378957, 1.5229786557827427]"
29,"[10, 6]","[0.7197259048594784, 1.8725089159573982]"
30,"[6, 8]","[1.4272312312145439, 0.9815375513018164]"
31,"[7, 10, 6]","[1.8491935804027329, 1.6817801848113425, 3.7963894229428985]"
32,"[7, 11]","[0.63938983759727, 1.8870709198456859]"
33,"[9, 6, 7]","[2.4447152013136098, 0.8156598285180814, 1.8501069854309948]"
34,"[9, 6, 11]","[1.5077609406077033, 1.1114119942895309, 0.9324530924147991]"
35,"[6, 11, 7]","[0.8051510628172734, 1.8076160818671807, 2.452776899339045]"
36,"[7, 10]","[0.9740656833557171, 2.0047279539458716]"
37,"[8, 11]","[0.353908218746556, 0.35384237130333684]"
38,"[7, 9]","[0.6195467104257495, 0.14423401328521512]"
39,[7],[0.6588698899829268]
