task_Number,endpoints_location,bandwidth_demand
0,[7],[2.24195194971478]
1,"[7, 8, 11]","[0.9047042710735055, 0.3194904468031241, 0.9276925451171945]"
2,"[6, 9, 10, 8]","[0.8992560556998138, 0.40449198011346454, 2.4279688692353387, 1.3454416764189143]"
3,[6],[0.8768558585440548]
4,"[7, 8]","[0.6833379214123816, 0.3506049612477943]"
5,[10],[1.089366829898824]
6,[7],[2.1715131080908554]
7,"[6, 9]","[1.3014584616956097, 0.9221673722725565]"
8,"[6, 8]","[2.2383895933688445, 1.538286235721793]"
9,"[8, 9, 6]","[3.109786999181723, 0.48131304627471305, 0.749917066591526]"
10,"[9, 7]","[1.3206919078707056, 2.266459825427076]"
11,"[6, 7]","[0.6446728998039412, 1.5893320969656681]"
12,"[8, 11]","[1.919161158690947, 0.11636026335823357]"
13,"[6, 10]","[0.2459497736347045, 2.1096209509925723]"
14,"[8, 10, 9]","[0.777036713400642, 1.2676561366353698, 1.0803957736070309]"
15,"[9, 11]","[0.7116267449874378, 0.8599769945718787]"
16,"[8, 9, 11]","[2.804073872589961, 0.9775083288155452, 0.9658150235139551]"
17,"[6, 8, 10, 11]","[1.2915338872997664, 2.741637290666282, 1.204889885194334, 1.948359861499967]"
18,"[11, 7]","[1.0140581648665326, 2.530707291856173]"
19,"[8, 6, 7, 10]","[0.479750329335094, 0.7091964966522708, 0.918763335191662, 1.9146508064166212]"
20,"[8, 6]","[0.821800036728902, 1.4787414778713794]"
21,[11],[1.1491135367765186]
22,"[6, 10]","[0.9122758453197662, 2.1461587309379357]"
23,"[11, 8, 6]","[0.7746124937763301, 0.46873692863829064, 1.2615527076794908]"
24,"[9, 10, 11]","[0.13519618223894148, 1.2641944945017254, 2.568590109909916]"
25,"[6, 8, 10]","[1.1216882461329027, 0.5608063901002206, 0.03927986202241618]"
26,"[10, 7, 6, 8]","[0.44933263279807134, 0.9335688141170497, 1.2698926637376995, 1.069730165162456]"
27,"[9, 11]","[0.788932705864712, 2.103661030771387]"
28,"[6, 11, 9]","[1.8991613951575412, 3.3506614442006954, 2.1044480751106662]"
29,"[11, 8]","[1.377802954051215, 0.7695886808215042]"
30,"[10, 9, 6, 7]","[2.181341386423772, 2.6793720676300694, 0.5245437425607354, 0.6952447335021354]"
31,"[6, 9]","[0.6556388221889968, 1.5661935960885915]"
32,"[9, 11]","[1.1940200272382067, 0.9298076281386898]"
33,"[9, 8]","[2.10269253584054, 2.518852031297085]"
34,"[10, 6, 9]","[1.3942419942749933, 0.9299224770107498, 1.7945066102849645]"
35,"[8, 7, 6]","[2.3220983379089093, 1.4619223852191239, 0.3620716035628059]"
36,"[6, 9]","[0.7946793074889366, 0.305912993243761]"
37,[9],[1.1965233961009487]
38,"[11, 8, 7, 6]","[2.781515799556923, 0.887339014916459, 2.119185483821118, 0.15538375740912036]"
39,"[9, 11]","[1.3185408100418876, 0.5586512131503016]"
