task_Number,endpoints_location,bandwidth_demand
0,"[7, 9]","[0.8187073640321516, 2.6508850035162608]"
1,"[8, 7, 11]","[0.9751413470357677, 1.5445507398572196, 1.2570486982603741]"
2,"[7, 8]","[0.4262243580741436, 1.9209624518608446]"
3,[7],[1.0444075244379263]
4,"[7, 11, 6, 8]","[0.05174496539438933, 1.0867034906585171, 1.4152694670384618, 2.142319986879412]"
5,"[6, 8, 7, 11]","[1.7019797760964006, 0.6555586502086761, 1.0732947974707818, 0.7251303093671413]"
6,[11],[1.4417742709255439]
7,"[11, 6, 9, 8]","[0.15156370007907716, 1.2281550294689016, 1.6790050220288584, 0.8403528287142092]"
8,[6],[0.8127947463257703]
9,[10],[0.0698161970795581]
10,"[10, 8, 9, 6]","[3.29962050062028, 0.6598854970698451, 2.0302226628183924, 0.24662031342646584]"
11,"[8, 10, 7]","[0.6325212891390162, 0.5085810497948293, 0.4042441930365521]"
12,[11],[1.4662842811206729]
13,"[6, 8, 10, 7]","[1.3433268671137446, 0.726016712337876, 0.638871178464477, 2.702038232862799]"
14,[9],[0.23213348422604652]
15,"[8, 7]","[2.3123752899615173, 0.32795575567590973]"
16,"[7, 10, 6]","[0.5996436874629956, 2.124116544606415, 0.37395482145320635]"
17,"[11, 8]","[2.1479535166366768, 0.7114265585340176]"
18,[10],[0.3633108668268067]
19,[6],[0.680097662143528]
20,"[10, 11, 6, 9]","[1.0622457019552116, 1.854739976113995, 1.2084815651985255, 0.6244763333432239]"
21,"[7, 11, 6]","[1.1812121364725128, 1.5978302977653465, 1.3354229971476013]"
22,"[7, 11, 6, 10]","[1.313290677182727, 0.17057200424047325, 1.5680516303685246, 1.2407747183164293]"
23,[9],[0.82008759308146]
24,"[11, 6, 8]","[0.5516178983077165, 0.8061501373160913, 1.176918930448302]"
25,"[7, 8]","[0.6762320260535022, 0.6957303120651339]"
26,[8],[0.882757953330753]
27,"[7, 8]","[0.785420850378639, 2.538933324838365]"
28,"[9, 8, 10, 11]","[2.6188027094723516, 1.4229905553897744, 0.8890012001772051, 1.1705482004987304]"
29,[8],[0.5962490425508651]
30,[10],[0.16341879855869113]
31,"[6, 9, 7]","[1.0892926330401944, 1.4948926636471875, 0.0049905714960120084]"
32,"[7, 11, 10]","[1.699204497376006, 1.5464670172543893, 1.607939662282411]"
33,"[6, 8, 9, 7]","[1.0662481583334527, 0.23912499499172268, 2.032311918286651, 3.1723168299993896]"
34,"[6, 9]","[1.507676652554224, 0.4221744177937815]"
35,"[11, 8, 10, 6]","[2.809222179843174, 1.770275094078797, 0.22998783539043754, 0.40517124093753076]"
36,"[10, 6]","[1.63456772841544, 2.046151318936309]"
37,[11],[0.48691137953103425]
38,[7],[2.483495495005425]
39,"[10, 6, 7, 9]","[0.41318293704981945, 0.44763303890467165, 0.7983274817826114, 2.5450976695279293]"
