task_Number,endpoints_location,bandwidth_demand
0,[7],[1.5137153593562853]
1,"[7, 6, 10]","[0.5352370704849447, 1.106807333183977, 0.41359651283742815]"
2,"[7, 10, 6, 11]","[1.4542346345000028, 0.14397906733232413, 0.4833059218290138, 0.6006139961213894]"
3,"[6, 11, 8, 10]","[0.2509857096984264, 2.560836638804214, 0.1207028940605872, 1.393791428486904]"
4,[7],[0.7509392506068373]
5,[9],[2.0254106396147513]
6,"[7, 6, 9, 10]","[0.2696156125378665, 0.2809310491204031, 1.649636592886476, 1.189640284949227]"
7,[7],[0.8630258171671159]
8,"[6, 9]","[1.6979299952366615, 0.7277618538789266]"
9,"[8, 9, 10]","[0.04724274978623999, 0.2703257469545445, 0.024607798450923757]"
10,"[8, 9]","[1.2730177983245272, 0.15419711125049207]"
11,"[8, 9, 7, 11]","[1.375224550123984, 1.3049092001242235, 1.0387671240491472, 2.3476222003356058]"
12,"[8, 6, 11]","[0.4477961129125455, 1.3572440013465519, 0.4062469503650985]"
13,"[11, 9]","[0.24744446751634985, 1.8276848535619772]"
14,[7],[1.0431136502800407]
15,"[8, 7]","[0.9798463486531209, 0.10180267849000657]"
16,"[7, 8, 10, 9]","[0.5650750430167095, 0.47164186261565155, 1.593332226102383, 2.310022458126223]"
17,"[6, 7, 10]","[2.2890745446906102, 0.9622158626171893, 2.6449561830814394]"
18,[11],[1.9458327987448691]
19,[11],[1.2557083678965726]
20,"[8, 6, 9]","[3.027618614787868, 1.0280515557817003, 2.0237163402899983]"
21,"[8, 7]","[1.6806187674980575, 1.6270477582477816]"
22,[7],[2.0878477054602733]
23,"[7, 6, 10]","[1.0716948176693695, 0.6491713823298195, 2.0210455806237895]"
24,"[11, 10, 8, 9]","[0.781078352741872, 1.0128973101664667, 1.1163566545604227, 2.0410020129491717]"
25,"[11, 10, 7]","[0.004974064475490869, 0.33134849590212845, 1.2357773260455742]"
26,"[10, 6, 7, 9]","[1.7301875228884718, 2.000202813075509, 1.4521724275468548, 2.8619025860711167]"
27,"[6, 9, 7]","[1.3520493497232202, 0.9302618347423498, 0.4519028940302806]"
28,[11],[1.7916977755608507]
29,[7],[0.3660006238586282]
30,"[6, 11, 7]","[2.206743667127101, 1.3088900778861456, 1.1656105010420328]"
31,"[10, 8, 7, 6]","[1.9485470166470784, 0.007544314503201033, 1.2291814139000072, 0.30846154193627784]"
32,"[9, 10]","[1.2034302272821036, 1.0286074055524752]"
33,"[11, 10, 7, 6]","[0.6838687023948713, 2.6488807626940636, 0.19454219300321152, 0.6211592434819218]"
34,[8],[0.9265212690638774]
35,"[11, 6]","[2.118366707437405, 0.340071528997381]"
36,"[6, 11]","[1.3336728197488705, 2.0090798245915633]"
37,"[6, 11, 9]","[1.0915608247624242, 0.44843577846569016, 2.3664578282224435]"
38,"[11, 10]","[1.935864265671909, 2.3792090274324584]"
39,"[8, 6, 9]","[1.7575003353522805, 0.921188802696664, 0.5243560315980567]"
