,arrive_time,finish_time,start_time,usage_time
0,0.0715539456247527,10,2,2
1,0.20759744652982803,11,2,1
2,0.2661331877066475,11,2,3
3,0.9688665511766825,8,1,3
4,1.0324305512995513,11,3,3
5,1.0525794641224784,10,2,1
6,1.0662667565630102,9,3,1
7,1.4240596236721237,11,3,2
8,1.6447077434240043,11,2,2
9,1.721140610750237,11,2,1
10,1.7314591479455654,10,2,1
11,1.854379611656044,11,3,3
12,2.4010644781250887,11,4,2
13,2.837348066160313,11,4,3
14,3.0952707527529055,11,5,1
15,3.2096457141116885,11,5,1
16,3.7039161943482926,11,4,3
17,3.9477504710147238,11,4,2
18,3.996639201364942,11,4,3
19,4.097903958702388,11,5,2
20,4.188800718789722,11,6,3
21,4.80569601339143,11,6,2
22,4.855786521303002,11,5,3
23,4.866468971695089,11,6,1
24,5.00044057017659,11,6,3
25,5.273913329191301,11,7,2
26,6.2062508829602745,11,7,3
27,6.331137869141161,11,7,1
28,6.523263257973545,11,8,2
29,6.716235918290192,11,7,3
30,6.819847718299136,11,7,1
31,6.8758141406946525,11,8,3
32,7.290733506100883,11,8,2
33,7.315335072815456,11,8,1
34,7.9336859252591,11,8,2
35,8.15850880653459,11,10,2
36,8.585348772032722,11,10,2
37,9.211229648646226,11,10,1
38,9.41558015007759,11,11,1
39,9.727722261329443,11,10,2
