task_Number,endpoints_location,bandwidth_demand
0,[10],[0.03265700469737132]
1,"[10, 8, 6, 11]","[2.0129211950294206, 0.942359570104555, 1.9124480573919058, 1.2442045540957072]"
2,"[10, 9, 7, 6]","[0.5898165372875954, 0.8945831746929801, 2.443990471681585, 1.1584604610602647]"
3,"[10, 8]","[0.28816226194517325, 1.6479187574063796]"
4,"[6, 11, 10]","[1.1678699448357541, 1.6218643689202523, 2.3272153014928163]"
5,"[11, 7]","[0.8677146746630894, 0.9129123960225054]"
6,"[10, 7, 11, 8]","[2.256652533975226, 0.9744284110458535, 0.7830839925991293, 1.4111320644767198]"
7,"[9, 11, 7]","[2.1411533802123364, 2.042105181839704, 0.6111085557214697]"
8,"[11, 6, 7, 9]","[1.1969725728726583, 1.3853117561158697, 1.9519205271690456, 1.4342877724542207]"
9,"[6, 9]","[1.884543566366418, 1.3195650375314276]"
10,[8],[1.1864891812291614]
11,[9],[0.7718139842332267]
12,"[6, 8, 7]","[0.8563726891190605, 2.6875258744369885, 0.9016635454889451]"
13,[11],[1.555360751519351]
14,[7],[1.3462490062610941]
15,[7],[1.4262146938872076]
16,"[10, 7, 11, 8]","[1.0565977486363936, 0.4835420601226482, 1.3101029640980506, 0.5372602823115507]"
17,"[7, 9]","[0.2290075145209477, 1.889176083507943]"
18,[6],[1.1541115949509482]
19,"[9, 8, 10]","[1.3182105051951734, 1.347366797449175, 1.3844952554136665]"
20,"[8, 6, 10]","[1.5859894057826098, 2.3022088791629187, 1.8420966356915855]"
21,"[8, 9]","[0.666884496333899, 1.6580743583478061]"
22,"[7, 10, 8, 11]","[1.447401582825047, 0.39352790796032067, 1.2791245651482506, 1.4969006607474924]"
23,"[11, 6, 10, 8]","[0.67733301406198, 2.316074398896638, 1.1411515045020864, 3.2081371528383498]"
24,[9],[3.020263458282603]
25,[9],[0.4308721846039615]
26,"[7, 8, 10]","[0.7454240002419098, 1.565522332864643, 1.0634095685440084]"
27,"[7, 8]","[1.116883105315747, 1.6782030457155774]"
28,"[7, 10]","[0.21793230727009705, 1.8378253266820805]"
29,"[10, 9]","[1.9263099262014216, 1.3268332550414739]"
30,"[7, 11]","[0.3249890430971033, 1.2375546586478963]"
31,"[8, 6]","[0.846456176934272, 0.7400474069078771]"
32,[6],[2.879695586066479]
33,"[6, 7, 8, 10]","[1.1189675008905184, 1.1135658220661002, 0.0687239020741296, 1.0408173439907564]"
34,"[11, 6, 10, 9]","[0.008035689009833757, 1.9274327160888303, 0.4498460717194287, 1.5976680765506615]"
35,"[10, 8, 6, 9]","[3.05565991620532, 2.128744373361586, 0.0771046824798477, 1.3478688931620044]"
36,"[11, 10]","[1.086221992027313, 0.3045771597815955]"
37,"[6, 9, 10, 8]","[1.3699726283606473, 1.0451839867711377, 0.7896519196553873, 1.5383423269986563]"
38,[7],[1.1689646855262175]
39,"[11, 7, 8]","[0.9539245744390303, 3.1179064652971444, 0.762600628121574]"
