task_Number,endpoints_location,bandwidth_demand
0,"[7, 9]","[2.2096882834001743, 1.3558389802995614]"
1,"[6, 9, 8, 11]","[1.5903595069446639, 1.383711321599359, 0.9517347150835246, 1.506738938993145]"
2,[11],[0.6733666355969001]
3,"[7, 6, 8]","[1.5092706178199715, 1.4015996629049619, 1.650020201182051]"
4,[8],[1.093332390251936]
5,"[8, 7]","[0.8770855204966274, 0.689523166544183]"
6,"[11, 10, 8, 6]","[1.6203499550469562, 2.308618061590237, 1.9105207421044592, 1.1714453548163803]"
7,"[7, 10, 8]","[0.6587790279762711, 0.60478038707573, 1.585617088969027]"
8,"[6, 7]","[1.118321645690882, 1.8238144182288467]"
9,"[10, 6]","[1.2825591804551575, 0.48498648802054234]"
10,[9],[2.29129252417345]
11,"[9, 10, 8]","[1.4417878826140575, 1.47166311491788, 0.991557220406272]"
12,"[7, 8, 10]","[0.6771070867284474, 0.8447592695051165, 1.1368826722736287]"
13,"[8, 9, 6, 7]","[0.08172561300059222, 0.35794047177946786, 1.8522436220408693, 0.7003394973192975]"
14,[9],[1.8333955296986781]
15,[9],[0.7224344703679287]
16,"[10, 7, 8, 9]","[1.0380621199042035, 0.7805017423481304, 0.5324383014510015, 2.171249368590369]"
17,[6],[1.7541799373391795]
18,"[8, 6, 10]","[0.2105592159760451, 0.8799060022634652, 0.6199664815483206]"
19,[10],[2.110012402475968]
20,"[8, 7]","[0.38489906280880604, 0.2701503668344063]"
21,"[9, 7, 8, 10]","[1.178364830745164, 0.34329913675222434, 0.5124312191150628, 0.2554686543372705]"
22,[8],[0.6196889256543612]
23,"[9, 11, 6, 10]","[2.699406656592233, 0.31945454308038235, 1.5436099686104758, 2.6197205228182336]"
24,"[11, 9, 6, 7]","[0.0395427752532741, 1.8281071485691553, 0.6964267683969155, 0.9964910038268098]"
25,"[9, 6, 11, 8]","[1.1714602909819345, 0.28610395348054485, 0.3270258620743687, 1.9623295970522254]"
26,"[6, 9, 11, 7]","[2.748745966023666, 1.1246677975456114, 2.3880842694661393, 0.2870078227613474]"
27,"[11, 6, 7]","[1.9315851453278523, 1.0871180786422359, 2.1199847484484087]"
28,"[11, 7, 9, 10]","[2.020687864684711, 0.9090196530966845, 0.007484209312234258, 2.4649271369382904]"
29,"[6, 10, 11]","[1.307313189941161, 1.7838969860385356, 1.5458205289008033]"
30,"[11, 9, 8, 7]","[1.2907116782907349, 1.7283153519310368, 1.0960555517825425, 0.6819164049266944]"
31,[10],[0.4064605486432453]
32,"[11, 6, 7, 9]","[0.36141987521357966, 0.32136118888043397, 3.1597636406059544, 0.956032614576748]"
33,"[6, 11]","[0.28467199902577056, 1.4821520633678436]"
34,"[10, 6]","[0.7928968676544819, 2.2656601343505427]"
35,"[7, 6, 9]","[0.7066431041767258, 1.1576773145280637, 0.3376938487450656]"
36,"[11, 6]","[0.11543066084957965, 0.7135704158839584]"
37,[6],[0.12561502681907466]
38,"[11, 6]","[2.007234942872191, 1.185792062660646]"
39,"[9, 7, 8, 6]","[1.9318381051084015, 0.7603382216467368, 0.27076710838106266, 0.029414933336335602]"
