,valuation coefficient
0,24.117869571377753
1,28.963170927423366
2,15.178104521048251
3,23.1642286579576
4,17.53208143051545
5,11.477692128806535
6,26.170315065194092
7,22.260021745162526
8,26.875280759446646
9,9.519242332614123
10,195.37302727605694
11,18.888954800874853
12,9.06912923238423
13,22.21561851507568
14,191.1869073420083
15,13.350288187367992
16,20.48723393200143
17,186.01510331337832
18,14.056538607933986
19,11.676972869418638
20,16.095942224641004
21,21.265862995552006
22,22.978059844329294
23,17.100614027241598
24,26.418419916045693
25,13.053678538350985
26,25.7195049295307
27,16.356752927145138
28,16.835513232051
29,28.200898685938522
30,25.608925506485694
31,28.08477587228735
32,26.88357792771719
33,26.869556788578087
34,17.860848356853925
35,18.7094363160181
36,192.03247840522525
37,14.966447559977242
38,8.555992198933797
39,18.79225818153259
