task_Number,endpoints_location,bandwidth_demand
0,"[8, 10]","[1.9425030467360929, 0.39298572048647307]"
1,"[9, 10, 6, 8]","[0.36645400622401547, 0.5644837197355035, 0.6234238618166249, 1.2273654485290753]"
2,"[6, 9, 8]","[1.9914178688980257, 1.1854394650586404, 0.4367340883443568]"
3,"[10, 7, 11, 8]","[1.6140770877540938, 0.16208772729770593, 1.145063214103528, 2.1678822863016416]"
4,[9],[1.8577919279822432]
5,[10],[0.7314453205233449]
6,"[10, 9, 11, 8]","[0.48890424178967684, 0.8954114370198285, 0.01793816804916959, 2.273238133246508]"
7,"[7, 11, 10, 8]","[1.4862493261083112, 0.16576014932821515, 2.344992456622238, 0.3217873206588482]"
8,[9],[2.0323191691204308]
9,"[11, 6, 10, 9]","[0.6849959350089072, 0.4190984786734062, 0.029571453872739073, 1.792495086785589]"
10,[10],[1.8592840082646755]
11,[6],[2.251342883941115]
12,[8],[1.241814331746083]
13,"[6, 8, 9]","[2.9554540929963897, 0.24315532826550545, 1.8459682658765417]"
14,"[10, 9, 11]","[0.7387595153279815, 3.676112467653689, 0.928780972839439]"
15,"[9, 10, 11, 6]","[1.2405502575191647, 0.9104801839858785, 1.1772150786795057, 0.8126288878379256]"
16,"[8, 6, 10, 9]","[2.339718428479881, 1.6744690451892754, 1.636389336232236, 2.2988374882009]"
17,[9],[1.5823163098298374]
18,"[7, 8, 9, 10]","[2.424737484047487, 1.0091039633362822, 0.2613727094804116, 1.373941746586244]"
19,"[8, 9]","[0.6128728188220371, 0.41277968767168804]"
20,"[10, 9]","[1.0595070380656242, 1.5616722327115404]"
21,"[10, 8, 9]","[1.6889138905925527, 1.2304001003488052, 1.1681585883178844]"
22,[10],[1.20494760905927]
23,"[7, 8]","[2.1833195204305325, 2.9448573933280864]"
24,"[11, 6]","[1.4463412791163979, 0.9162564809451293]"
25,[8],[1.6274738890733786]
26,"[10, 7]","[1.3011269270767747, 0.9012423528321906]"
27,[11],[0.8993259179595433]
28,"[8, 10, 6]","[2.961727355575968, 0.33616553699907015, 2.6005680828819226]"
29,"[11, 7, 8]","[3.3158585972504517, 0.7917165819172491, 0.9850268141823764]"
30,[8],[1.498308813963747]
31,[6],[0.38761558231588644]
32,"[6, 9, 10]","[2.4397875204782133, 1.335004839931452, 1.6420352846683808]"
33,[6],[1.2876572287108612]
34,[8],[0.5288995657083432]
35,[6],[2.5049115780247106]
36,"[9, 7, 6, 10]","[0.21587355588971724, 1.8168137233846409, 0.09636073721857363, 0.8802595306366109]"
37,"[9, 11, 6]","[0.09099722117845377, 2.05778434662049, 1.3149026954141547]"
38,"[6, 10, 11]","[3.18691116571941, 1.6202565171971126, 1.0018586272853554]"
39,[9],[1.235027012864423]
