task_Number,endpoints_location,bandwidth_demand
0,"[9, 8, 10]","[0.18708066578959393, 0.20259953794795527, 0.2933390293797644]"
1,[7],[1.4474774547982416]
2,"[10, 7, 11]","[2.197927794494216, 1.9175095633442147, 1.255889037086027]"
3,"[6, 8, 7]","[0.5995355178818864, 0.6107270509337912, 0.23742894820581317]"
4,"[6, 11, 9, 7]","[0.7587284687427225, 2.8005161713616533, 0.05059087849950539, 0.2813489846088102]"
5,[10],[2.4168545286096585]
6,"[6, 8, 7]","[0.165638760287397, 1.814826167094102, 1.5962520776070972]"
7,"[11, 7, 6]","[0.29377260776252845, 3.041770220853671, 1.239849202444161]"
8,[8],[0.28431790425867787]
9,[10],[0.983698636910372]
10,"[9, 10, 6, 8]","[0.053929944850776734, 1.2166373761058789, 2.497542211211557, 1.7830461228392789]"
11,"[9, 8, 10]","[1.855735734519163, 1.178531720470245, 0.011244423371287726]"
12,[8],[0.2722789623960119]
13,"[9, 6, 8, 7]","[1.6304176333697642, 1.9768569795333852, 3.356045874456362, 0.34883423823613846]"
14,"[10, 9, 7]","[1.5754492452195659, 3.2880972735151315, 1.7072655384488695]"
15,[11],[1.0782473055941808]
16,"[10, 8]","[0.8345576254898879, 0.6741057856584443]"
17,"[7, 11, 6]","[0.4015575303928861, 0.6010226755210109, 1.392582086130608]"
18,"[10, 11, 7]","[1.8711418448067747, 1.5244528879540309, 0.8026945883741412]"
19,"[6, 7, 10]","[2.2316182072348085, 0.7108136464674331, 2.5443138408349752]"
20,"[7, 6, 8, 11]","[0.17351302290917103, 0.20431855201586113, 0.3356651235037379, 0.4988115712890109]"
21,"[9, 8, 7]","[2.7085349384148705, 1.2181509685174434, 0.4447896951511223]"
22,"[8, 10, 7]","[4.652251978223327, 1.4370091797857607, 0.963311963810135]"
23,"[8, 7, 9, 11]","[0.9641550544682221, 0.03698309493268259, 2.2536646040981476, 0.19114890862699074]"
24,"[11, 9, 8]","[3.8274728269546383, 0.39080215681238506, 1.7910103379354334]"
25,"[9, 11]","[1.3698622677559742, 0.7433788590057693]"
26,"[6, 8, 11, 9]","[1.5891038950409686, 1.4613115502739917, 0.7656319548105694, 2.01594762487891]"
27,"[6, 9, 11]","[2.015612764560703, 1.1231431964290892, 1.2975468291627208]"
28,"[11, 7, 8]","[2.044882025891817, 2.208846046031951, 1.0193608519156037]"
29,"[8, 7]","[0.6961768246929247, 2.1514585217464575]"
30,"[9, 6, 8, 7]","[1.9674520158521, 1.1303291267109818, 0.057806139175956894, 1.4729087429324297]"
31,"[6, 9]","[1.3421697527097636, 1.3173672641298582]"
32,"[8, 9, 11]","[1.453213883401815, 0.5488480101998707, 0.967454530167123]"
33,"[6, 9, 11, 7]","[1.6985748973970363, 0.2371185723115149, 1.0600953650316585, 1.7970562355028208]"
34,"[11, 8]","[2.5184394597245623, 1.8836325288688156]"
35,"[9, 11, 7, 8]","[1.8645448306520191, 1.0237170947088092, 2.6079404965068194, 0.47758201874294326]"
36,"[11, 7, 10]","[0.41703086894846686, 0.7821990643474394, 2.062278236065203]"
37,"[10, 6, 9, 7]","[0.9039994723026186, 1.9250408651119408, 2.100688884761242, 1.4899988827244082]"
38,"[9, 11, 8, 6]","[1.0375204072313295, 2.4719841589309617, 1.1790621413067717, 1.1745712308949792]"
39,"[6, 11]","[1.0483175990395976, 2.6507707526924045]"
