task_Number,endpoints_location,bandwidth_demand
0,"[11, 7]","[2.536438690900572, 0.7158964364091931]"
1,"[9, 6]","[0.8836078311777662, 0.5480672382097013]"
2,"[11, 8, 7, 10]","[2.220376001678905, 0.8733211506249956, 1.6264766253259977, 2.1241763702443297]"
3,"[8, 11]","[1.9310202314890148, 1.0125325731688621]"
4,[7],[1.3934700841954797]
5,"[6, 10]","[1.9367726446508313, 1.0992027492710688]"
6,"[10, 9]","[1.2780083382801988, 2.7183477115829096]"
7,"[11, 7]","[1.5708879208916455, 2.0509373920145872]"
8,[11],[1.4972343492091909]
9,[6],[1.2077795219753997]
10,[7],[1.6080208634623412]
11,"[11, 6]","[0.009180362448548696, 1.292138836837741]"
12,"[6, 10, 11]","[0.665737619804381, 2.4717055744330114, 2.5991774340964517]"
13,"[6, 7]","[0.23615019857684594, 1.2833776630803353]"
14,"[11, 10]","[2.822444511019663, 0.9186054583992075]"
15,"[11, 7, 10]","[2.26800456736321, 1.6798027180439195, 1.1419848978128608]"
16,"[8, 10, 6]","[0.4300863000686076, 2.7460432454215824, 1.0970869621282455]"
17,"[9, 10]","[2.8325244535418856, 1.9212347444455817]"
18,"[11, 8, 6]","[0.591653803491297, 0.9226717298054563, 0.019321648757178567]"
19,"[8, 7, 9]","[0.9844329758598621, 0.9603635174901283, 0.6588771881718161]"
20,"[7, 10, 9]","[1.552790152863896, 1.1539340466243404, 1.3727547017084918]"
21,"[7, 11]","[0.2061875407926942, 2.350074519335935]"
22,"[8, 6]","[0.6516100026485583, 0.2316365225427276]"
23,"[7, 8]","[1.2884044771319472, 1.4782030217636055]"
24,[11],[1.0081548593206657]
25,"[9, 7, 8, 6]","[0.5796410357260524, 1.989128653255705, 0.6889855478163325, 1.2179799515688672]"
26,"[9, 10, 6, 8]","[2.4341697299948053, 2.149585449616061, 2.2321269847451033, 1.085439652089189]"
27,"[6, 7, 11, 9]","[0.8667891874961132, 1.3453505242105044, 1.6978401638799816, 1.8739811649572133]"
28,[6],[2.2082774105444063]
29,"[10, 8, 11]","[0.9691590781041873, 1.1270167108434435, 3.2024934502382796]"
30,"[8, 11, 9, 7]","[1.4028634868036085, 1.4349446758962057, 2.7406594902804313, 0.3884357556484598]"
31,"[10, 7]","[1.6222646720000742, 1.5637522413463325]"
32,"[11, 6, 7]","[0.8832451380607268, 1.6891363719569428, 1.2733171242039405]"
33,"[9, 10, 7]","[1.1901569747073861, 1.836552014875259, 1.5632167769940648]"
34,"[6, 9, 11, 8]","[0.4805251933691519, 0.5155743411937812, 0.5123600437356388, 0.9238873290554612]"
35,"[9, 8, 7, 11]","[1.1468118384669523, 1.150318054404186, 0.3109422505329412, 0.8009164732196419]"
36,"[8, 11]","[0.2579903594998644, 1.3345666104805545]"
37,"[10, 7]","[0.1294781141442406, 0.637192797282734]"
38,"[6, 10, 8]","[0.577785517648161, 2.9615276893292943, 1.0494729200854689]"
39,[9],[1.9636283292985728]
