task_Number,endpoints_location,bandwidth_demand
0,"[6, 9, 11]","[0.715477826224439, 0.4710549632970715, 1.372762501028524]"
1,"[6, 7]","[0.7758392980204502, 1.5969762161542524]"
2,[8],[0.4144168806304175]
3,[10],[1.4479844314428385]
4,[6],[0.4302352396984823]
5,[9],[1.6060380133630148]
6,"[8, 6, 9, 7]","[2.3260029799276998, 1.774180465191619, 2.2314452825456725, 2.5510837394794335]"
7,"[9, 11, 7]","[0.3023572536304976, 1.7015966476829156, 0.6396042268977051]"
8,[10],[1.4752063136115148]
9,"[6, 10, 8, 9]","[1.1020482641529703, 0.38486995519785405, 1.3690834651354025, 1.8425352163366449]"
10,"[6, 8]","[0.7485853166418556, 2.3935067245217154]"
11,"[6, 11, 10, 8]","[0.006441941048452415, 0.258916462267758, 0.7830319880780808, 2.2209160585516656]"
12,"[11, 7, 10, 8]","[1.6868793687279333, 2.4676007991152837, 3.4050842099789875, 2.033749474708758]"
13,"[6, 11, 8]","[0.3036318471491961, 1.1878872513892755, 0.8342176110685784]"
14,"[6, 7, 11, 9]","[0.32630480712644905, 0.16961128531897418, 0.5008193027386192, 1.9485674334577965]"
15,[9],[0.16178465467991376]
16,"[8, 6]","[0.5150498660635824, 2.2032380231846123]"
17,"[9, 10, 8, 6]","[1.276048603412065, 2.040725899718993, 1.932572325517544, 1.8460902851588337]"
18,"[9, 10, 11, 8]","[1.9147085379005329, 2.2176827008542768, 1.1066278997065948, 0.4317436992272726]"
19,[8],[1.2116426396104045]
20,"[10, 11, 7, 6]","[2.0503945864890714, 1.4303892194865455, 0.35112124270026646, 1.6142855440890882]"
21,"[9, 6, 11, 8]","[0.3969177327218286, 1.9662602370586675, 0.4417015197557934, 2.0935872372168167]"
22,"[7, 11]","[1.5848173785355413, 1.6985300819825115]"
23,"[8, 9]","[1.3442440291734195, 1.427431485310892]"
24,"[7, 6, 8]","[1.3495156461118238, 0.4089368096314443, 0.8557957496725712]"
25,"[8, 10]","[2.964029183146125, 3.3886878226767676]"
26,"[8, 9]","[2.7710693394251753, 1.4298811965805773]"
27,"[10, 7, 6, 9]","[0.24475923576978031, 1.926063413600157, 0.5026107492304362, 1.2732483656321103]"
28,[9],[1.0924331003893488]
29,[8],[2.1638628239217983]
30,"[9, 8, 6, 11]","[2.4257485313842047, 0.45495409277318843, 1.7919138377549981, 0.6040603495877489]"
31,"[11, 7, 8, 10]","[1.2727237232718003, 0.7363063093133082, 1.0697248564588444, 1.9430907132064947]"
32,"[11, 9, 10]","[1.0454937779148867, 1.8729705166927013, 0.38230146075438487]"
33,[6],[0.20960859614456007]
34,[10],[1.5044990454123373]
35,"[6, 10]","[0.12468817283542588, 0.5142928653415364]"
36,"[10, 6, 7, 11]","[1.8924813949310226, 1.002276687326189, 2.7646401490123953, 2.853369545959234]"
37,"[7, 6, 10, 11]","[1.9634317076492578, 2.1823955822292485, 0.48371585318805765, 0.4281712982085213]"
38,[7],[1.8363821945643344]
39,"[11, 6, 10, 9]","[1.3359193835556127, 1.226050242226216, 1.2515737455404197, 1.074782285661526]"
