,valuation coefficient
0,20.914546358275913
1,16.310287744201666
2,20.966454816187273
3,22.39654546522787
4,188.82178898266278
5,9.969597310990753
6,29.686721219029184
7,14.07446758868452
8,191.26584422804473
9,28.84654334600819
10,24.347780409577926
11,20.48332506557589
12,8.882307029529803
13,13.680284279130971
14,9.057558193629207
15,25.92419146747811
16,24.17567295164499
17,15.49451890866873
18,14.229544103167552
19,21.310107532664325
20,29.760359595485028
21,197.7214858391928
22,13.183047869113745
23,24.733321156555085
24,17.248090576354194
25,27.389618803457452
26,28.75616823128778
27,23.954434899258334
28,14.25357337352418
29,20.359334586420744
30,25.967542492289844
31,17.768601421189793
32,24.56497016669958
33,25.656897575509337
34,13.55270391218426
35,10.093065170475526
36,28.94639696767444
37,23.184762835520914
38,22.756818993144574
39,195.00569752436957
