task_Number,endpoints_location,bandwidth_demand
0,"[7, 11, 10]","[2.228365384683851, 1.136464062405934, 0.4391090582132098]"
1,"[11, 9]","[0.5646199182881317, 0.52056542407557]"
2,"[7, 6, 8, 10]","[1.9296159665191208, 1.77327921510667, 1.2661555805308047, 0.8924978173314336]"
3,[7],[2.2452668089077115]
4,"[6, 9]","[2.2635025319692668, 2.619384191446742]"
5,"[11, 8, 7, 9]","[0.9518700342648765, 1.7008568533433894, 1.8082090507564093, 0.914014266136982]"
6,"[9, 8, 6]","[0.7241669984798154, 1.1612101009212423, 1.4312956435269761]"
7,"[9, 6, 8]","[0.8346777813617285, 1.665900115144448, 0.15790318794315716]"
8,"[9, 6]","[2.8963784181885357, 2.0536128212720532]"
9,"[11, 8, 9]","[1.4328416629197323, 1.4196561367739806, 1.5519019761672646]"
10,"[11, 6, 10, 7]","[0.7232907826181796, 1.0049600588842993, 0.8194967406668597, 0.2580361341901509]"
11,"[6, 11, 7]","[2.4919292737118983, 1.2484726625908544, 3.007309827072305]"
12,[7],[0.8864065297402344]
13,[9],[0.1423521891410814]
14,"[8, 11]","[0.9400888178994277, 1.5941979616909956]"
15,"[7, 8, 9, 11]","[1.0472378583841524, 1.2127104365800625, 0.600711552493145, 2.0426364754826385]"
16,"[7, 6]","[1.9703965354105981, 2.0134316666153245]"
17,"[6, 10, 8]","[2.0202013766968694, 1.6040710917023548, 2.739486349548337]"
18,"[6, 7, 8]","[1.1246713280312608, 1.0040383760370493, 1.2587761519130831]"
19,"[7, 8, 10, 6]","[0.329894400343161, 0.896788805462596, 1.76543976094771, 0.5071953598307897]"
20,"[10, 7, 6]","[1.4072317307243227, 0.8107449540872993, 0.9518078376469767]"
21,[10],[0.8474833944397441]
22,"[11, 10, 8, 6]","[0.9728036772890417, 1.0076968666166615, 1.0302474956490486, 1.0616227233615736]"
23,"[9, 6, 10]","[0.7474685302292972, 1.1028146409542068, 1.1564437508243666]"
24,"[6, 7, 9, 8]","[0.8684281203376248, 0.9283472228586843, 0.5831038965597012, 1.434911652102505]"
25,[9],[1.351978205106219]
26,"[9, 7, 10, 11]","[1.1728438484780925, 1.7380887145548638, 0.1344371331864903, 1.0807863590100824]"
27,"[7, 10, 11, 8]","[1.8554134273648766, 0.754130379986029, 1.0851985896274114, 0.250689856940119]"
28,"[11, 7, 9]","[1.3664120294759707, 0.5568916420128386, 0.2576678643023438]"
29,"[6, 10, 11, 7]","[1.0890185386609061, 2.517095222463782, 1.7042296280821319, 1.2515539771277038]"
30,"[10, 7, 9, 8]","[1.0309196143691923, 0.5433549537596364, 2.4715634476494666, 0.13627340325427684]"
31,[6],[1.8551357888045543]
32,[7],[1.1568999722431625]
33,[10],[1.7134360836525122]
34,"[11, 9, 7]","[2.223237081533197, 0.06578843926551725, 0.641453793214216]"
35,"[6, 7, 8]","[0.9396115968801749, 0.5127470337570631, 2.2860829061904377]"
36,"[9, 8, 11]","[0.606662996569299, 2.5046498312386154, 2.4293990868045894]"
37,"[11, 7, 10, 8]","[1.3454455615405454, 1.4427265863597902, 2.1522288586788973, 2.0461138761216784]"
38,"[8, 11, 7]","[2.7027740764105257, 1.7388853337854795, 1.6070840413679233]"
39,[7],[0.8154353826635183]
