data_link, bandwidth_capacity
"(1, 2)",4.8617494046564405
"(3, 2)",4.8617494046564405
"(8, 2)",4.8617494046564405
"(4, 10)",4.8617494046564405
"(7, 1)",4.8617494046564405
"(3, 0)",4.8617494046564405
"(2, 8)",4.8617494046564405
"(9, 3)",4.8617494046564405
"(6, 0)",4.8617494046564405
"(2, 1)",4.8617494046564405
"(3, 9)",4.8617494046564405
"(0, 5)",4.8617494046564405
"(1, 4)",4.8617494046564405
"(5, 4)",4.8617494046564405
"(3, 4)",4.8617494046564405
"(2, 5)",4.8617494046564405
"(1, 0)",4.8617494046564405
"(10, 4)",4.8617494046564405
"(0, 1)",4.8617494046564405
"(0, 3)",4.8617494046564405
"(11, 5)",4.8617494046564405
"(4, 1)",4.8617494046564405
"(4, 3)",4.8617494046564405
"(5, 11)",4.8617494046564405
"(0, 6)",4.8617494046564405
"(5, 0)",4.8617494046564405
"(1, 7)",4.8617494046564405
"(4, 5)",4.8617494046564405
"(2, 3)",4.8617494046564405
"(5, 2)",4.8617494046564405
