,valuation coefficient
0,14.039788767307346
1,11.614905357476756
2,18.627834950768097
3,28.934092969751944
4,25.574518957774714
5,24.118228798112252
6,26.18031120025493
7,13.072886401425446
8,14.138683680017104
9,24.50942417109415
10,191.83501239379805
11,29.13857788137854
12,28.731720444694666
13,25.442721253860267
14,8.078194950665198
15,191.5904002175142
16,19.923118827919453
17,27.980938911111743
18,22.82224763352287
19,24.226697628232408
20,12.209458846655995
21,17.077077261293685
22,20.16493481601461
23,18.55028458390969
24,26.57229406855017
25,19.4733039007307
26,23.749315092121932
27,26.774945168255105
28,24.40173340528344
29,8.139610521964917
30,18.822844817342922
31,14.14002668433183
32,197.5361074430185
33,17.99981041889474
34,17.081630773617896
35,186.54833827929636
36,13.596417987442376
37,17.994945580284337
38,18.534940659886395
39,21.4159378428589
