task_Number,endpoints_location,bandwidth_demand
0,"[8, 6]","[1.0279445377307228, 0.7747357290788813]"
1,"[11, 7]","[2.503631071460565, 0.49271572466198854]"
2,"[6, 7, 11]","[1.9519713459901231, 1.117398879620573, 2.3399691390858317]"
3,"[7, 6]","[0.9154182766868907, 1.454105305940588]"
4,"[6, 8, 10, 9]","[1.2094591280539313, 0.12592620255201903, 0.24952637884999607, 2.0352524867383366]"
5,"[6, 7]","[1.4575011065721213, 0.2378558558251066]"
6,[10],[2.830175657327973]
7,"[8, 9, 11, 10]","[0.7808613180878291, 0.7745995564031524, 0.5887984705050664, 0.2104074300680978]"
8,"[7, 8]","[1.2368662104502082, 0.6820476484080926]"
9,[9],[0.662135149785886]
10,[6],[1.6289738231937165]
11,"[9, 11]","[0.8648710004405207, 1.519300667473526]"
12,"[10, 7, 8]","[0.650286660463615, 2.5475974859442183, 1.1546781503462045]"
13,"[7, 10]","[1.5898032897849954, 1.449961479355108]"
14,"[6, 11, 10, 8]","[2.468894593456808, 1.9451504132147686, 1.1682849729125544, 0.032240820016623206]"
15,"[6, 7, 8]","[1.4583849675311444, 3.6612937220833337, 1.4388353271319458]"
16,[10],[0.5181223991502113]
17,"[9, 8, 6]","[0.843114142665503, 0.6328296919765513, 0.1587155711002719]"
18,[8],[0.13846187823269462]
19,[10],[0.5900571669913515]
20,"[10, 7]","[0.8793847451483573, 0.869384059572458]"
21,"[6, 11]","[0.9357206620816657, 0.16012831533940952]"
22,"[11, 9, 10]","[0.7686931248522291, 0.9054983412878912, 0.7665414404982152]"
23,"[11, 7]","[0.5169131814969627, 2.8845054893917945]"
24,"[7, 11, 10]","[0.5916690216403302, 1.4869142469655305, 1.120979295708666]"
25,[10],[0.5745485053790342]
26,"[7, 6, 9]","[0.9694030211702549, 0.008921641146047987, 1.730819855391808]"
27,[6],[3.5887686235040954]
28,"[7, 9]","[1.2264523543410144, 2.32991254466204]"
29,"[7, 11]","[0.9022011935971315, 1.5719042557924854]"
30,"[10, 9, 6]","[2.807845967987345, 1.2002097054038061, 0.40993498884269886]"
31,"[6, 7, 11, 9]","[1.5030246409994774, 0.1648226715293254, 1.6037136879817635, 2.344049356426252]"
32,"[7, 11, 6]","[1.2557353325651928, 1.5870126531191242, 1.6737484933087816]"
33,[6],[1.3164926370427592]
34,"[9, 10, 11]","[1.2280676029663504, 2.700830055778401, 1.6199540471378882]"
35,"[11, 10, 9, 8]","[1.2125400143589125, 1.4523296169830469, 0.23948718572037198, 4.005188687399614]"
36,"[7, 9]","[1.1070676098727135, 1.8635887172962295]"
37,"[8, 6]","[0.513994450162296, 1.824442647932143]"
38,"[11, 6, 9, 8]","[2.0498957054732845, 0.9053797612646391, 1.2914266982138973, 1.9580513645663475]"
39,[11],[1.1524679515339724]
