,valuation coefficient
0,16.21920273127642
1,15.028890692240392
2,28.94622734668658
3,25.000251073592676
4,9.975399129507426
5,21.412205752973634
6,26.375418857076546
7,23.328499816437308
8,186.27638230466445
9,21.714879453848788
10,23.348644697576383
11,14.144481130630838
12,16.974173881697638
13,26.492343880697213
14,14.734800498992936
15,192.41025362809813
16,29.69257972180541
17,22.037163444064888
18,21.455064382025135
19,19.73908855159025
20,22.774545447954093
21,27.98387640056919
22,13.50415673256592
23,20.063216289740954
24,23.61904761157891
25,9.18815355771644
26,26.12714597107144
27,24.49604982832375
28,24.297894169747657
29,21.217568764289055
30,16.634382097978268
31,15.217446363646458
32,11.354191741077658
33,8.967917696370092
34,184.19302136363316
35,19.998878449432187
36,19.593169608158465
37,198.47733438436597
38,29.184310697841916
39,23.71622168533523
