data_link, bandwidth_capacity
"(1, 2)",5.6263596552033395
"(3, 2)",5.6263596552033395
"(8, 2)",5.6263596552033395
"(4, 10)",5.6263596552033395
"(7, 1)",5.6263596552033395
"(3, 0)",5.6263596552033395
"(2, 8)",5.6263596552033395
"(9, 3)",5.6263596552033395
"(6, 0)",5.6263596552033395
"(2, 1)",5.6263596552033395
"(3, 9)",5.6263596552033395
"(0, 5)",5.6263596552033395
"(1, 4)",5.6263596552033395
"(5, 4)",5.6263596552033395
"(3, 4)",5.6263596552033395
"(2, 5)",5.6263596552033395
"(1, 0)",5.6263596552033395
"(10, 4)",5.6263596552033395
"(0, 1)",5.6263596552033395
"(0, 3)",5.6263596552033395
"(11, 5)",5.6263596552033395
"(4, 1)",5.6263596552033395
"(4, 3)",5.6263596552033395
"(5, 11)",5.6263596552033395
"(0, 6)",5.6263596552033395
"(5, 0)",5.6263596552033395
"(1, 7)",5.6263596552033395
"(4, 5)",5.6263596552033395
"(2, 3)",5.6263596552033395
"(5, 2)",5.6263596552033395
