,valuation coefficient
0,22.263991095541634
1,15.875863245283142
2,27.9556596511656
3,19.146659407173807
4,15.046225431144801
5,14.517090459186408
6,23.39671818402126
7,23.25257996793801
8,11.43687028922199
9,21.126254640938768
10,21.285756741913175
11,13.241405809019792
12,188.4115756759669
13,23.206679517445252
14,9.867175490430242
15,12.79327421578936
16,24.823017460965072
17,15.839852544288522
18,26.66629808790427
19,11.804070671984384
20,28.733562405810428
21,21.841468341332984
22,26.48013430230224
23,183.0902215079759
24,193.63494621367062
25,12.451783325686531
26,29.58348771140854
27,10.09434283900287
28,9.06554640199029
29,191.47096899146146
30,17.607691026376816
31,8.049058962337277
32,18.4345673488292
33,11.521900039212866
34,28.954008418920708
35,16.00816695978073
36,18.355171187552575
37,15.78449943048555
38,15.713469153099108
39,9.082894506437313
