data_link, bandwidth_capacity
"(1, 2)",4.454459677764413
"(3, 2)",4.454459677764413
"(8, 2)",4.454459677764413
"(4, 10)",4.454459677764413
"(7, 1)",4.454459677764413
"(3, 0)",4.454459677764413
"(2, 8)",4.454459677764413
"(9, 3)",4.454459677764413
"(6, 0)",4.454459677764413
"(2, 1)",4.454459677764413
"(3, 9)",4.454459677764413
"(0, 5)",4.454459677764413
"(1, 4)",4.454459677764413
"(5, 4)",4.454459677764413
"(3, 4)",4.454459677764413
"(2, 5)",4.454459677764413
"(1, 0)",4.454459677764413
"(10, 4)",4.454459677764413
"(0, 1)",4.454459677764413
"(0, 3)",4.454459677764413
"(11, 5)",4.454459677764413
"(4, 1)",4.454459677764413
"(4, 3)",4.454459677764413
"(5, 11)",4.454459677764413
"(0, 6)",4.454459677764413
"(5, 0)",4.454459677764413
"(1, 7)",4.454459677764413
"(4, 5)",4.454459677764413
"(2, 3)",4.454459677764413
"(5, 2)",4.454459677764413
