task_Number,endpoints_location,bandwidth_demand
0,"[6, 8, 10]","[0.7364555723707225, 0.9729673848982778, 3.188544420741167]"
1,[6],[2.467008979927651]
2,"[6, 9]","[1.1639339233420936, 1.3737515499731914]"
3,"[6, 11, 8]","[2.085222334648556, 0.457275303060258, 0.0929758843027858]"
4,[6],[1.0906950051042659]
5,[8],[1.3402319484792629]
6,[11],[0.7959890040833655]
7,[11],[0.9134753688035074]
8,"[6, 10, 11, 9]","[0.4536688988578035, 0.36365577401919924, 0.5226338539287012, 1.8834672934928967]"
9,"[8, 7, 10]","[0.7983805974562057, 0.7389374216075668, 0.6816963331370735]"
10,[11],[1.2536339062303634]
11,"[9, 6, 11, 10]","[1.6985357090461934, 3.9936339758290624, 1.2284353275907876, 0.7208538857519136]"
12,"[11, 6, 10, 9]","[1.2648399474531782, 0.8843608145185823, 1.2602619635228502, 0.8386064821709701]"
13,[8],[2.4198905265689343]
14,"[8, 11]","[2.8895430945626117, 0.4778533303117761]"
15,"[11, 8, 6, 7]","[0.9300451567221919, 0.4015335264042743, 0.24207222837536813, 0.6765162390345085]"
16,"[6, 11]","[1.3819432964684448, 1.911968782639653]"
17,"[8, 11]","[2.364697431022763, 0.17595392459752357]"
18,"[9, 10, 8, 11]","[1.8766577848689487, 1.7915103920201754, 0.01764570301007351, 1.6434406984469505]"
19,"[11, 6, 9, 7]","[3.423402537217497, 0.7130228918734607, 0.22917382494941652, 0.7205586459902074]"
20,"[7, 8, 11, 10]","[0.411553082191798, 1.7700214001240537, 0.6043870573375472, 0.1569642918848242]"
21,[6],[1.4904612481211226]
22,"[7, 9]","[0.9555131997215294, 2.1823977630903357]"
23,"[11, 10]","[0.1473539140981498, 2.3854467401371595]"
24,"[9, 8, 7, 11]","[2.1230997473400572, 2.339318238997275, 0.504312377792834, 1.5311354870474942]"
25,"[9, 11, 7, 8]","[0.788108331445577, 1.32180165406273, 0.03760807486112516, 0.4232216637371934]"
26,"[9, 10, 6]","[0.24927352429776228, 2.417205791051533, 1.4257766699042902]"
27,"[10, 9, 6]","[0.1566535873031012, 1.3351001481451539, 0.06511955432310446]"
28,"[10, 11, 6, 8]","[1.751103047993249, 0.17387180087353438, 0.8058155471706223, 1.3430668346495298]"
29,"[10, 11, 8, 7]","[1.6192497625471578, 1.9180189560657328, 0.10437815522444394, 0.6588297038063045]"
30,[8],[2.907458670874104]
31,"[7, 11]","[1.1909711877707463, 1.444768169371787]"
32,"[6, 10]","[0.9708919957122538, 1.3112015380226247]"
33,"[8, 6]","[0.6222858599288157, 2.335011837368948]"
34,"[9, 6, 10, 8]","[0.6521983256067019, 1.4667891795254402, 2.6183294184768773, 2.010776783607459]"
35,"[10, 8]","[0.7147189289648266, 1.3659154159498235]"
36,[10],[1.1434279253600752]
37,"[8, 9, 10, 6]","[0.03700151289067222, 0.3422303316247288, 0.18927296169914465, 1.5023486883293673]"
38,"[8, 11, 7]","[0.5701077112024046, 0.3764458585833509, 0.11022730279690818]"
39,"[11, 10, 7]","[1.9084040265494988, 1.3682265738877681, 0.3328864411821598]"
