task_Number,endpoints_location,bandwidth_demand
0,[11],[2.0737716883705097]
1,"[7, 11, 10]","[2.498648432996455, 1.2460376088464495, 3.1215028171085284]"
2,"[7, 6, 11, 8]","[0.624080038790849, 1.6398839732802037, 3.0536932362953815, 0.07166477418996098]"
3,"[8, 6]","[0.3403397999737823, 1.2083254892767967]"
4,[9],[0.31191253796039164]
5,"[7, 10]","[2.7492417900810118, 1.5011372949374677]"
6,"[6, 8, 7, 11]","[1.640497271793291, 1.3953985513843603, 0.5790287463822505, 1.8481783314812743]"
7,"[8, 9]","[0.3921551168253341, 1.0278751609005445]"
8,"[11, 9]","[1.461929617241049, 0.7599695785532691]"
9,"[7, 8]","[2.4069143498939365, 1.4897416599069842]"
10,[8],[1.6036508268535052]
11,"[7, 9, 10, 8]","[0.5961102739627797, 0.7866842299390006, 1.7817256561336334, 0.825500674544011]"
12,"[8, 9, 11]","[0.5790068276939047, 1.6557398075269383, 1.3663461374544423]"
13,"[11, 6]","[1.4090175029028127, 0.038675250968262076]"
14,[8],[1.9394220200028505]
15,"[10, 8, 9, 11]","[0.9594099242412748, 1.9105807193557125, 0.45152968905414415, 0.020477532242508367]"
16,[10],[0.7599392853613467]
17,"[11, 7]","[0.5026022937843438, 1.3795245716538902]"
18,"[9, 11]","[1.2572490050399525, 0.8782535665754672]"
19,"[10, 7, 8, 6]","[0.29990178047813565, 0.6494069926597565, 0.9527566852242223, 0.41772075450079393]"
20,"[7, 10]","[2.1649720472823546, 0.9770525385025883]"
21,"[8, 11, 10, 7]","[1.864828292813141, 1.8494114875511238, 1.42331157847151, 2.959745108825369]"
22,"[8, 10]","[1.8340611868405565, 2.366402145991881]"
23,"[8, 9]","[1.9626167388963363, 1.9257994294948664]"
24,"[7, 10]","[0.7158961948928344, 1.1500336637387276]"
25,[9],[3.784582639540247]
26,"[10, 7, 11]","[0.33523738140617776, 1.2110277574619681, 0.5077116839708505]"
27,"[7, 8, 11, 6]","[2.4267264504853654, 0.9513023893598908, 0.1329844890477896, 1.3711592574799247]"
28,"[9, 11, 10, 6]","[1.7646074703109704, 0.7087058261105201, 1.714042665244807, 1.5676007012666409]"
29,[11],[1.345815615087819]
30,"[9, 6, 7]","[1.29078779435658, 2.088349412127166, 1.1921601095863554]"
31,"[7, 9]","[1.7778483925521873, 1.9463480074316482]"
32,"[11, 9]","[1.8626736065783498, 0.4207166836135795]"
33,"[11, 8, 7, 10]","[0.042030555409009906, 0.5329856688972257, 1.5338542145214493, 1.0065602148333808]"
34,[9],[1.7588944642911626]
35,"[11, 8, 10, 6]","[2.56115025967574, 0.5827629400333261, 0.19390203959743257, 0.7496949938972218]"
36,"[11, 8, 7]","[1.2754714469462587, 1.7085245177855963, 0.017539647461842778]"
37,"[11, 10]","[0.9033573482373504, 0.151470480816692]"
38,"[7, 9, 11, 8]","[1.1388638333855514, 0.3565408640525364, 3.3055622865408205, 0.38892568078882894]"
39,"[6, 10]","[2.436570669708498, 0.42049171067083035]"
