,valuation coefficient
0,27.09170694362888
1,24.56813196445268
2,21.33074533868041
3,17.655647083421627
4,22.7737655629431
5,17.243376182469344
6,18.287269095316162
7,11.129843581902325
8,10.536625730488456
9,9.615925504513152
10,23.57079349661516
11,23.490069643118023
12,193.67492665423853
13,188.13436646135082
14,21.772780025300367
15,9.337084355487523
16,11.115668737067288
17,11.230540506209488
18,24.558442317321564
19,188.8460327872593
20,20.299857879387016
21,17.019790247008842
22,198.59794149519192
23,19.808846929624625
24,10.13133966820969
25,22.01718734711099
26,8.066634406794858
27,16.368983358694678
28,25.00905585245506
29,23.651035505845492
30,28.0663165639276
31,25.456276083591135
32,28.939044838533597
33,8.484491080381169
34,10.131956926034668
35,11.619158980465166
36,23.39269498559645
37,15.539818241259178
38,13.965493348153961
39,14.474311706685942
