data_link, bandwidth_capacity
"(1, 2)",5.591438227148055
"(3, 2)",5.591438227148055
"(8, 2)",5.591438227148055
"(4, 10)",5.591438227148055
"(7, 1)",5.591438227148055
"(3, 0)",5.591438227148055
"(2, 8)",5.591438227148055
"(9, 3)",5.591438227148055
"(6, 0)",5.591438227148055
"(2, 1)",5.591438227148055
"(3, 9)",5.591438227148055
"(0, 5)",5.591438227148055
"(1, 4)",5.591438227148055
"(5, 4)",5.591438227148055
"(3, 4)",5.591438227148055
"(2, 5)",5.591438227148055
"(1, 0)",5.591438227148055
"(10, 4)",5.591438227148055
"(0, 1)",5.591438227148055
"(0, 3)",5.591438227148055
"(11, 5)",5.591438227148055
"(4, 1)",5.591438227148055
"(4, 3)",5.591438227148055
"(5, 11)",5.591438227148055
"(0, 6)",5.591438227148055
"(5, 0)",5.591438227148055
"(1, 7)",5.591438227148055
"(4, 5)",5.591438227148055
"(2, 3)",5.591438227148055
"(5, 2)",5.591438227148055
