task_Number,endpoints_location,bandwidth_demand
0,"[11, 7]","[1.1708227268751297, 2.047474299156134]"
1,"[6, 9, 11]","[1.6756172835089225, 0.5098037693935412, 2.5219213554528483]"
2,"[9, 7]","[0.3427698212259902, 0.37303306877179565]"
3,[9],[0.6167114952849393]
4,"[7, 10, 9]","[3.3401704695449084, 1.1228612883901559, 0.7349573204396281]"
5,"[6, 11, 8, 9]","[0.00615002399499065, 1.2356035687702567, 1.5217765107062453, 0.15843663158335097]"
6,[10],[0.8560190510468488]
7,"[11, 8, 10, 6]","[0.5447891510512952, 0.5719189164822236, 0.5817425356301195, 1.659309448993196]"
8,"[11, 10, 8, 9]","[1.340268529608954, 1.6821354417712806, 1.7876716575107738, 0.8627198597178467]"
9,"[11, 9]","[0.5402223769680745, 3.1153849297319773]"
10,"[11, 8, 10, 9]","[0.6923968941977714, 1.912812353897485, 0.296057584184496, 0.9973219266504688]"
11,"[8, 7]","[1.174451263483439, 1.7642225170163086]"
12,"[11, 10, 9, 8]","[1.3164684689688382, 1.0257195082509214, 1.4291489735344973, 1.6423381810745505]"
13,"[10, 8, 11]","[0.7298738434056401, 0.9777220478257425, 0.813507203864211]"
14,"[10, 8, 6, 9]","[1.9142797268848344, 0.6516497578045997, 1.2716145854146939, 0.21975325884796482]"
15,"[9, 7, 10, 8]","[0.41858859202497256, 0.04793701623862601, 3.2196544661819733, 1.1089367666784324]"
16,[7],[0.9148981097667522]
17,"[11, 6, 7]","[1.0697710698023415, 0.4468106581961744, 2.1506047235649746]"
18,"[6, 8, 7, 10]","[0.6370556584358384, 1.5520779526055302, 1.4914532611416496, 0.6974899808686273]"
19,"[8, 11, 9]","[0.6078599105124052, 1.271118280841718, 1.8483160418314957]"
20,"[11, 7]","[2.7873386738975023, 1.8895446941669785]"
21,"[8, 7]","[0.9122750684683364, 1.622483973468554]"
22,"[11, 6, 9, 10]","[2.291279580028501, 1.585291212361088, 0.9792152918476353, 0.20536733760714987]"
23,"[7, 8]","[0.5924079522770453, 1.8068775772356527]"
24,[10],[0.07186227716799054]
25,"[10, 6, 11, 9]","[2.0128465520948096, 1.5194618676828884, 1.2065147974977677, 0.8864311521914677]"
26,"[10, 6, 11, 7]","[1.237186192426542, 1.117891674788924, 2.476249593165882, 1.4282181129127258]"
27,"[7, 11, 10]","[2.1057549430211946, 0.9764271585053373, 0.6487351691455012]"
28,[10],[1.4337867800278248]
29,"[7, 10, 6, 8]","[0.41890682675845736, 0.009786624159271895, 0.40440349633397266, 0.110352891348653]"
30,"[7, 8, 10]","[0.6154376322369355, 0.01129503184323033, 1.80676082520682]"
31,"[10, 9, 7]","[1.2881246262941894, 0.3639090378555614, 0.9097530721143567]"
32,"[8, 6]","[1.6476060405222284, 2.350319728267113]"
33,[6],[0.8554683931118863]
34,"[7, 9]","[3.495216541748847, 0.8697580642214532]"
35,[9],[2.29773297426563]
36,"[11, 10]","[0.42154610683867066, 0.6184304421942692]"
37,[6],[1.2297387836207065]
38,"[6, 8, 11, 9]","[2.14722711029061, 1.5477261661257842, 1.1298768188871042, 1.057214379261872]"
39,"[8, 9]","[2.8849732572419624, 3.0704989649726606]"
