task_Number,endpoints_location,bandwidth_demand
0,"[8, 7, 11, 10]","[1.5095328482399604, 1.2432413900641917, 1.3638083658141609, 0.3628188093340965]"
1,"[7, 9, 10]","[0.7094943777441605, 0.9202347523124677, 3.2532914722760617]"
2,"[11, 7, 6, 9]","[0.26587976425478144, 0.6319963720325302, 0.6297107266527687, 0.4756974277317082]"
3,"[6, 11, 8]","[1.4424058738131045, 1.7475722664787376, 0.7950851322896991]"
4,"[8, 11, 10, 7]","[0.5450662573887047, 0.7109479955111024, 1.270736200878631, 1.3953082748898367]"
5,"[10, 9]","[2.144741653255244, 1.4549547508699643]"
6,[8],[0.34776399434806216]
7,"[9, 8, 7]","[2.0473233510326017, 0.6190295779305182, 0.5851543626215745]"
8,[6],[1.4003238695354643]
9,"[9, 10, 11, 6]","[1.2445006002154333, 1.8637710320820038, 1.863091645219993, 1.3529389168866022]"
10,[11],[0.09889800904772295]
11,"[9, 7, 10]","[1.3893072874251724, 2.002996723444885, 0.8017378873069041]"
12,"[11, 7]","[0.20975485363158441, 1.0188228152721686]"
13,[9],[1.9101538336235413]
14,"[11, 7, 6, 8]","[1.864468437433315, 1.7415912116476853, 0.3656596538726734, 0.25551709257157407]"
15,"[7, 6]","[0.958870945677414, 1.386475441239591]"
16,"[9, 10]","[0.10641164255321356, 0.4796334358582963]"
17,"[10, 9, 6]","[0.9570235269107525, 1.3472857862469738, 1.1449531029488276]"
18,[8],[1.6594709067081677]
19,[8],[0.8083485508066656]
20,"[11, 9, 10, 7]","[0.08092183068264414, 1.5123067388612743, 0.028524669035412953, 1.2102383993788424]"
21,[10],[0.2308656394001104]
22,"[8, 11, 7]","[1.7927918446374984, 0.11055554306556137, 0.6057683936099653]"
23,"[7, 6, 9]","[1.5241328807625703, 1.3580420523812484, 0.5735558217218267]"
24,"[8, 9]","[0.41581131515946057, 0.0028405408309513103]"
25,"[10, 7]","[1.2552059872044197, 1.4111363663933683]"
26,[11],[1.1354403850354622]
27,[9],[1.8376739294079054]
28,[11],[0.12048898729305424]
29,[11],[2.144272983214321]
30,"[11, 10, 8]","[1.6313592064256994, 1.6773007331789953, 1.0914777698950484]"
31,[7],[3.2573082492287315]
32,[9],[0.14677524587288704]
33,"[8, 6]","[2.148732170102714, 1.1659716124501591]"
34,"[7, 6, 10]","[0.7339850642903745, 2.3531902816615253, 1.2687056169642452]"
35,"[7, 10]","[1.1010350016936785, 1.9039040621648262]"
36,"[11, 8, 6, 10]","[0.46165722025299694, 0.21826190920220312, 1.9169359772486998, 0.5004123331347152]"
37,"[7, 10, 6, 9]","[3.587432200780194, 1.2355671387517775, 1.196466541934329, 1.1249541048173524]"
38,"[11, 6, 8]","[0.9237987194319706, 0.5115889878611264, 0.7733274109703434]"
39,"[8, 7, 11, 9]","[0.8058113783757164, 1.2289959939455355, 1.7171328933668617, 0.45679038838160313]"
