data_link, bandwidth_capacity
"(1, 2)",5.4214623230548815
"(3, 2)",5.4214623230548815
"(8, 2)",5.4214623230548815
"(4, 10)",5.4214623230548815
"(7, 1)",5.4214623230548815
"(3, 0)",5.4214623230548815
"(2, 8)",5.4214623230548815
"(9, 3)",5.4214623230548815
"(6, 0)",5.4214623230548815
"(2, 1)",5.4214623230548815
"(3, 9)",5.4214623230548815
"(0, 5)",5.4214623230548815
"(1, 4)",5.4214623230548815
"(5, 4)",5.4214623230548815
"(3, 4)",5.4214623230548815
"(2, 5)",5.4214623230548815
"(1, 0)",5.4214623230548815
"(10, 4)",5.4214623230548815
"(0, 1)",5.4214623230548815
"(0, 3)",5.4214623230548815
"(11, 5)",5.4214623230548815
"(4, 1)",5.4214623230548815
"(4, 3)",5.4214623230548815
"(5, 11)",5.4214623230548815
"(0, 6)",5.4214623230548815
"(5, 0)",5.4214623230548815
"(1, 7)",5.4214623230548815
"(4, 5)",5.4214623230548815
"(2, 3)",5.4214623230548815
"(5, 2)",5.4214623230548815
