task_Number,endpoints_location,bandwidth_demand
0,"[7, 11]","[0.5715375515377266, 2.4251003198239864]"
1,"[9, 10, 6, 8]","[2.103082175072003, 1.5194055215597513, 1.7919447063564293, 0.40971517673224145]"
2,"[8, 11]","[2.4743519019884355, 1.0764986265125054]"
3,"[11, 7, 6]","[0.5059177214625893, 1.1017716666813953, 0.7813570121027865]"
4,"[8, 6]","[1.7812561644633251, 0.5787443098999199]"
5,"[8, 6]","[2.1132878484321895, 1.506627230136206]"
6,[6],[2.2035013695362182]
7,[9],[1.6119497279804424]
8,"[8, 9]","[0.513794141661456, 1.936164214260112]"
9,"[6, 9, 8]","[1.2973104075477233, 2.612993594361392, 0.8475108222720849]"
10,"[8, 6, 9, 7]","[1.3888847222841345, 1.469195475508557, 1.137772395144646, 1.1557545265503235]"
11,[8],[0.7854085263197654]
12,"[10, 8, 6]","[0.0668516678755895, 1.0866760121679788, 2.313678737110487]"
13,"[11, 6, 7]","[1.1692301476671525, 2.2584999561144827, 0.5523130723223838]"
14,"[10, 11, 9]","[0.5710995209002114, 0.8969247801400707, 0.2980536830442915]"
15,"[10, 9, 8]","[0.2436232156329884, 2.293406005334055, 2.12018277010527]"
16,"[8, 9, 11, 7]","[1.7164000967978033, 1.9182516555163263, 0.17122411573102347, 0.019164517316756058]"
17,"[7, 10, 9, 6]","[1.3648519152476801, 1.7080915586909136, 0.9092685095012877, 1.220816084466905]"
18,"[7, 8, 10, 6]","[1.984356142517972, 1.1252446633282394, 1.0101287142238524, 1.6612295896901905]"
19,"[11, 6, 9]","[1.8967146911262125, 1.9018457830411555, 0.5102688501872594]"
20,[11],[0.5468122524344738]
21,[9],[0.7965901003267206]
22,"[10, 6, 9]","[0.7522164799958276, 1.2344782600711872, 1.302726715009374]"
23,"[6, 11, 9, 10]","[0.6590812566084925, 1.9027967975295317, 0.7591906791254642, 1.812573669333256]"
24,[10],[2.1932712203167357]
25,[10],[2.303052401179295]
26,"[10, 9, 7]","[1.9391887147566544, 2.765401073853722, 2.21116691133705]"
27,"[11, 10, 7, 6]","[0.24613118559978797, 0.8976538946361015, 1.3338449601704008, 1.2936911146327184]"
28,"[10, 9]","[0.7115649527539041, 0.4862877006692108]"
29,[11],[2.815657888405977]
30,"[7, 10]","[0.3522137927288521, 0.7475199318165874]"
31,[7],[1.38442454175258]
32,"[11, 7, 10, 8]","[2.1828737040159547, 2.1720914743210593, 0.9185044483588183, 0.43317767945457075]"
33,[6],[1.3175568525260146]
34,"[10, 9, 8, 11]","[3.130703357989338, 0.861740680518099, 0.11543739183802915, 2.139972836728327]"
35,"[8, 7, 10]","[0.829567002609841, 0.7198938845537666, 0.33371620176103245]"
36,[10],[0.9178342410902134]
37,"[7, 11, 10, 9]","[1.6498210555610058, 0.6983008217584803, 2.4624149358022445, 1.2672332213328312]"
38,[8],[1.8459266050532719]
39,"[8, 7, 6, 9]","[0.9144080614273371, 0.3354636708814074, 2.989342144799488, 0.04511840338630735]"
