task_Number,endpoints_location,bandwidth_demand
0,"[7, 9]","[1.3731956061229333, 2.678207482454112]"
1,"[9, 8]","[1.2914780938683288, 0.2584421610986115]"
2,"[8, 11, 9]","[0.6574469364134581, 1.5512700044413674, 0.09323019739201954]"
3,"[10, 9]","[1.004719132030267, 0.8491029062265966]"
4,"[8, 10, 6, 9]","[0.8445390810563069, 0.80245205926474, 1.7377689654173645, 0.15590830978748127]"
5,"[9, 7, 11, 6]","[1.2996321981036048, 0.7453900802576365, 1.027001469601932, 0.6972879736652873]"
6,"[9, 10]","[0.42059785964414664, 0.7361278782531154]"
7,"[11, 9]","[0.7519006294813115, 0.8552881432212157]"
8,"[11, 8, 6]","[0.28520332951434935, 0.7918918366804071, 1.809709426722952]"
9,"[6, 7, 8]","[1.6649810888981555, 1.4330023822528821, 1.6511409600573819]"
10,"[6, 7, 8, 10]","[1.9026007335715982, 1.7656637384481249, 1.5634803939864714, 2.1755629487918595]"
11,"[7, 10]","[0.25069360483282477, 1.162064867592654]"
12,"[10, 7]","[1.0550969249249198, 0.948301979202006]"
13,"[11, 6, 7]","[0.21857338632495715, 1.416066559926841, 0.0594695412302263]"
14,[7],[2.082972719880577]
15,"[9, 7, 10, 6]","[0.8754509145456602, 0.7345070805422225, 0.9786179345754954, 2.3650718391785865]"
16,"[11, 7]","[2.318661611401607, 1.9384997721513364]"
17,[6],[1.328311830489966]
18,"[8, 11]","[0.4397509156657411, 2.0250166278368926]"
19,"[11, 6, 9]","[1.0172440548251975, 0.756706501798371, 1.3761258262386984]"
20,"[10, 11, 8, 9]","[1.110251660202605, 1.3127272506446928, 0.5027615883023517, 0.9813204396140772]"
21,"[11, 8, 9, 6]","[1.2274510194907933, 2.1716098309984684, 1.335206356387864, 1.3112170071359162]"
22,"[8, 11, 7, 9]","[1.7221088135693172, 2.2169453019050573, 2.5516367340556294, 0.4087754189978521]"
23,"[7, 10, 11, 9]","[0.7823113939203625, 1.0245088725366145, 1.1207262601532917, 0.21096787496444658]"
24,"[10, 11, 6]","[1.7405625895958465, 0.701588239086296, 1.4162582183172958]"
25,"[7, 6, 9, 8]","[0.15199667008141238, 0.7981932972788495, 0.6709603447801415, 0.6303881028258255]"
26,"[8, 11]","[1.2837602306715263, 1.781283537134954]"
27,"[11, 9, 10, 7]","[1.3763354974802575, 1.1641623726485628, 0.0759823261445608, 0.5100576054510025]"
28,"[11, 9, 7, 8]","[0.11802021245709948, 0.48995314283360125, 0.3108222857706039, 2.234000827417867]"
29,"[6, 7, 11]","[2.4588318605268817, 1.556407029440186, 0.19502344727571408]"
30,"[10, 7]","[2.2329407903861638, 0.9054379149132414]"
31,"[6, 8]","[1.1157785674856266, 2.16109688184342]"
32,"[6, 11, 7]","[0.6800276730639379, 2.7903448065463854, 0.3480659994455383]"
33,[10],[2.1161284012450348]
34,"[6, 11]","[3.418786236932996, 0.3488207598018712]"
35,"[6, 9]","[0.01823833189979429, 0.550337851698196]"
36,"[6, 10]","[1.1258984181670912, 1.3858889853032352]"
37,[11],[1.4608392817242608]
38,"[8, 9, 11, 7]","[2.6743534043829964, 1.5885486507059277, 1.5518668433760698, 0.7642515528926148]"
39,"[10, 6, 8, 11]","[2.7075195969798678, 1.1420164567997824, 1.120095659111324, 0.5516811125779801]"
