task_Number,endpoints_location,bandwidth_demand
0,"[11, 9, 10, 8]","[1.0738325916021807, 0.9982732679333278, 0.7707557643562163, 0.2780481314141563]"
1,"[7, 8]","[1.714653262885938, 0.29778630271925133]"
2,"[7, 10, 9]","[0.3616575480373633, 0.39284389699187106, 0.05379374676371629]"
3,"[6, 9]","[1.2184120503112765, 0.5917949577280459]"
4,"[10, 7, 9]","[1.3923116508283508, 0.5790961865339863, 1.428795335446413]"
5,"[9, 8, 10]","[2.1357664622520027, 1.5521220236818722, 0.9094741165491214]"
6,"[7, 11, 10]","[2.129334297527511, 2.3336993164735653, 1.5231885817668709]"
7,"[11, 9]","[0.1392343060823985, 0.09896515017925456]"
8,"[10, 8, 9, 11]","[0.04228053018288791, 0.3739863635323284, 0.06797833540545895, 1.3939590611932196]"
9,"[9, 8]","[1.4735153229840963, 0.18182046959452602]"
10,"[6, 11]","[1.108725703914694, 1.2533275642209774]"
11,"[6, 7, 8]","[1.9606814963729655, 0.3598406584207299, 2.350347160142244]"
12,[9],[0.6762593314989986]
13,"[11, 6]","[0.08505968608330017, 2.071101694958456]"
14,[10],[1.4648315046260652]
15,"[6, 11, 7, 9]","[0.3696431077247433, 1.9979550227921143, 1.2137115402042733, 0.7563532131568147]"
16,[11],[0.7703339960678086]
17,"[10, 9, 6, 7]","[0.17277486490282545, 0.5984048006207155, 0.8322131006684308, 1.2575013750813782]"
18,[11],[0.44545688049541843]
19,"[9, 10, 7, 11]","[2.10786484051423, 1.6782891898973484, 1.35064058754561, 2.321117897804958]"
20,"[10, 9, 7, 8]","[0.10944558336703025, 2.1488234304461615, 0.6667983512573233, 1.6644998761749878]"
21,[11],[2.3043396811039827]
22,"[10, 6, 7, 8]","[2.744457950184966, 1.294890865101099, 0.8384890843005968, 0.42167593284816063]"
23,"[8, 7, 10]","[0.5768402550424361, 1.1712215028816233, 2.032172488171247]"
24,"[9, 11]","[1.9178962996767548, 4.102296243379444]"
25,"[7, 10]","[1.3628236285113908, 0.7685072255044649]"
26,"[11, 7, 6]","[1.9959338895697338, 2.673354660776589, 2.3679696433765116]"
27,"[8, 10, 6, 11]","[0.3922180891518825, 0.7054862566676383, 1.8390183543930325, 1.5241580622529844]"
28,[6],[1.4667932408454005]
29,"[10, 8, 6, 7]","[2.0272249341342468, 0.2428260283912158, 0.11176868714618349, 2.035661695466267]"
30,[6],[1.8463485293477468]
31,[9],[1.4607184054321944]
32,"[10, 11, 7, 9]","[0.3351264822016098, 0.9500666023596749, 1.5371611990423033, 2.25347933904409]"
33,[6],[0.8042354462055357]
34,[6],[0.1496118287658973]
35,[10],[0.4852060453329804]
36,"[11, 6, 8]","[1.0492430953441898, 0.2989294032286729, 1.3290408041204127]"
37,"[8, 11]","[1.3318440666127171, 1.0818501948722077]"
38,[9],[1.7205770812019217]
39,[9],[1.3091022080893526]
