task_Number,endpoints_location,bandwidth_demand
0,"[7, 11, 10]","[1.9422867962729395, 1.5209333342238076, 0.4134403641981589]"
1,"[11, 6, 7, 8]","[1.7210935998850858, 1.3369351149968838, 0.6781228122487024, 1.271069936407259]"
2,"[8, 6, 9]","[0.6662223272312277, 0.852573131057185, 2.5613076713626564]"
3,"[9, 6]","[0.19008377900961382, 0.7021534538351959]"
4,"[6, 10, 7, 9]","[1.3064203779345014, 1.9992619316735598, 1.872336098439067, 2.2307440896499506]"
5,[11],[1.2139048027425117]
6,"[9, 8, 11, 6]","[0.7121772149213158, 0.8886769359185518, 0.3724788627120911, 1.2033371150276038]"
7,"[11, 8, 7, 10]","[1.4041209985448995, 0.08893672349270187, 1.717117017194278, 0.8325963799690654]"
8,"[8, 11, 6, 10]","[0.10788145215130718, 1.0302725265434063, 0.46507755530468975, 1.410862978635123]"
9,"[11, 8, 6, 9]","[0.42474097146185796, 1.5704814217324934, 0.7700514232121539, 0.6269051451186916]"
10,[8],[2.4063444422586815]
11,"[8, 6, 11, 10]","[0.1196847285003958, 0.6970943680007184, 1.6143165221702176, 0.5454627336445798]"
12,"[7, 10, 11]","[0.00434945958953592, 1.6407386297427609, 1.8787567094129882]"
13,"[9, 8]","[0.7177613553883084, 1.4544097498389876]"
14,"[8, 10, 11, 6]","[4.286164550492403, 0.7776828150746019, 0.9721537534096266, 1.4418202729865701]"
15,"[6, 10, 9, 11]","[1.0985623569109735, 0.9652421278578097, 0.5028925036590117, 0.40813656323200476]"
16,"[11, 7, 8]","[0.5291261006179, 0.6861064276937279, 0.6918510732818589]"
17,"[9, 7, 10]","[0.845340922268462, 0.6307773590873662, 0.5874965283190932]"
18,"[9, 10]","[2.0093029018638857, 0.7595499003859195]"
19,"[8, 10, 7, 11]","[0.37749600801666205, 1.2577084978895257, 0.9997125288209363, 1.7069596306205042]"
20,[7],[3.0576687891344654]
21,"[6, 7, 8, 10]","[1.1206235703898497, 0.6665586142658813, 1.1810429036634562, 0.9763289522712602]"
22,"[11, 10, 7]","[0.05170306380626066, 2.277363087882309, 0.8715080588534371]"
23,"[9, 7]","[2.108537750151185, 0.5191718449380249]"
24,"[8, 9, 6]","[3.355035480473063, 0.9497269105330798, 1.7392047741311876]"
25,[9],[1.752910687339345]
26,"[8, 11, 10]","[3.055909961089104, 0.7231001967652328, 1.0392180279568377]"
27,[7],[2.3130515637597338]
28,"[11, 10, 9]","[1.6793178623235199, 1.6966346853762984, 1.4782145360894103]"
29,[8],[2.235391130401064]
30,"[7, 8, 6]","[0.6353859150725678, 0.9656409918651876, 1.7718907605166652]"
31,[6],[2.555656722680317]
32,"[9, 8, 11]","[1.5442132614826112, 2.915105152342262, 0.29276300962739255]"
33,[9],[1.0800689764707474]
34,"[6, 11, 10, 7]","[0.6470332743704934, 2.264764785378639, 0.319667267942938, 1.5453058022658341]"
35,"[11, 9, 10]","[1.3721818160299248, 0.7795616511577731, 0.4025398405950509]"
36,"[10, 9, 11, 7]","[0.28199338178024513, 0.6422944046356632, 0.7074083220580586, 0.8435998145669933]"
37,[7],[1.552081555941671]
38,"[8, 11]","[0.6152819493521211, 2.1500178284634375]"
39,"[8, 11, 7]","[0.5652222779549914, 1.1227160071178548, 1.7889462429976235]"
