task_Number,endpoints_location,bandwidth_demand
0,"[8, 10, 7, 11]","[1.5957267680486926, 1.599785442867325, 1.3814044238225118, 0.6673690079645864]"
1,"[9, 7, 10]","[0.26906964351392704, 0.9100592111281445, 0.6197440729069685]"
2,"[11, 6, 9]","[1.7664560759146428, 2.5327264206710467, 0.8326268334615481]"
3,"[11, 7]","[0.0956190432534485, 1.547011822109961]"
4,"[7, 10, 11, 9]","[1.7139618589811259, 1.5412384576998663, 0.8001942412814658, 1.8486214772508145]"
5,"[7, 6]","[0.10937985824470631, 0.7058937431990284]"
6,[6],[0.07117019878842579]
7,"[9, 6]","[1.4166937069658994, 2.9379839954661477]"
8,[7],[0.8943571713837128]
9,"[9, 7]","[1.0701561421431502, 0.18795476851808657]"
10,"[7, 6, 8, 11]","[1.9680057227479577, 0.18012026513113422, 1.2502039386765287, 0.3816545106317726]"
11,[11],[1.5377002699081475]
12,"[8, 6]","[1.757904653422056, 0.994073628722939]"
13,"[7, 8, 10]","[0.29735067110309976, 2.3954734925098364, 0.3979736922530207]"
14,"[11, 6]","[2.2166259088784948, 1.1341336853168817]"
15,"[10, 8, 7]","[0.9104037200460398, 0.6252128096463825, 2.0356622314386366]"
16,"[8, 9, 7]","[0.857900390018185, 0.09540187066257289, 0.7351463961638736]"
17,"[7, 9, 8, 6]","[2.6700072997758464, 1.1666697750778512, 1.5666902316558367, 1.8135791620735955]"
18,[8],[0.4131000253310829]
19,"[6, 8, 10]","[0.27039474643246886, 0.9487809912662946, 0.4915445256573132]"
20,"[10, 9]","[1.3840391366253417, 1.1802936896817569]"
21,"[11, 6, 10, 9]","[1.8937118632990628, 0.6486315084532817, 0.7675712247876437, 0.24089842768827507]"
22,[7],[1.9786682111160845]
23,"[8, 9, 11, 7]","[1.5957544907714734, 0.8875601855053659, 4.199706866427961, 0.3094016531574407]"
24,[6],[0.36289734442722077]
25,"[6, 8, 9, 7]","[1.1987538389848207, 0.188521104363084, 1.5540263044907356, 0.6840985030271423]"
26,"[8, 6, 9]","[0.7075475090485357, 0.862457620522983, 0.012527119757637428]"
27,[9],[0.16261429516745085]
28,[9],[1.3140413308708982]
29,"[10, 8, 7]","[1.2819758775491876, 0.24233128287798833, 2.04177193628622]"
30,"[8, 7]","[0.9570016401719145, 0.5247596130823293]"
31,"[9, 10]","[1.6924261845966098, 3.2463657620494133]"
32,"[11, 7, 10, 6]","[1.369983387959238, 0.3832741568187096, 1.8074506360311173, 1.0866413308073617]"
33,"[7, 11, 8]","[0.9797019958908996, 1.3452272227044035, 1.0807278596029501]"
34,[11],[2.2485265192908477]
35,"[10, 9, 11, 8]","[1.4738696763763282, 1.5278931387922405, 0.4123794849383404, 3.1338253670449823]"
36,[9],[2.571035734561125]
37,"[11, 6]","[1.5556872625055571, 1.1924193203084021]"
38,"[9, 10, 8, 6]","[0.43426175163673975, 1.9846808923478032, 1.0714180467192653, 1.231664991750755]"
39,[11],[0.17180470557464533]
