task_Number,endpoints_location,bandwidth_demand
0,"[7, 8, 6, 10]","[1.8520531299441751, 1.2771087573074524, 1.3640665165823405, 0.8025685611448369]"
1,"[10, 6, 9, 7]","[2.396550787664027, 1.2228666764287144, 1.707896093089078, 0.8901812430651297]"
2,"[9, 10, 8]","[1.7308030286044438, 0.19774008899394346, 0.7679161486202095]"
3,[7],[1.5754860041181167]
4,"[11, 10, 8]","[1.7155764932008357, 0.9165299576340386, 0.19204701414998582]"
5,[11],[0.88215047956209]
6,[7],[0.08906055225664766]
7,"[10, 6, 11, 7]","[0.05981951274592623, 3.9956565307086183, 0.04392939509987037, 2.069989302026107]"
8,"[11, 6]","[0.6363612816224871, 1.843847768422032]"
9,"[8, 11, 6, 9]","[1.0622783260777546, 1.5844134158368148, 0.9402877031024239, 1.9380660539578534]"
10,[7],[3.302145332756157]
11,"[11, 6, 10, 7]","[0.8093206532106291, 0.18217844216424928, 0.3958170740880068, 2.718705419864745]"
12,"[8, 6]","[1.3421781937929222, 0.9744749644969244]"
13,"[11, 10, 6]","[0.9503935527157445, 1.0579427361818232, 1.0739456383514234]"
14,"[8, 10, 7, 11]","[0.5823519371874998, 0.8659130063156252, 0.8101652921452249, 1.8796041481019574]"
15,"[9, 6]","[1.6686021992897184, 0.7035267568216161]"
16,"[6, 9]","[0.23642800962782085, 2.557418548326062]"
17,"[8, 10, 7]","[1.349663388482449, 1.025163597583565, 1.7971559504364187]"
18,"[8, 10, 9]","[0.8456591868717612, 0.343191546064912, 1.2222433999845648]"
19,"[11, 8, 7]","[1.598821955905294, 1.4111054944973067, 0.011309773913204757]"
20,[6],[1.0610983308674855]
21,"[11, 10, 9]","[0.9545118024517435, 1.9086015092447859, 2.206980359154498]"
22,"[10, 9]","[0.1685202949826391, 0.006239554257313151]"
23,"[10, 8]","[1.4576220872287118, 2.259185208363845]"
24,"[11, 8, 10]","[1.9306635009854303, 0.8506640281688467, 2.0110895850353225]"
25,[7],[2.5437963208931014]
26,"[10, 7, 9, 8]","[1.8867396496654352, 0.7202735319861486, 2.9766340596965364, 0.7923037720242674]"
27,"[7, 11, 9]","[1.59254696514915, 1.7346501281218525, 1.4524656650170882]"
28,"[7, 10, 9, 6]","[0.2318599868658191, 1.172580525385216, 0.40411091902693586, 0.30924414362824326]"
29,"[11, 10, 8, 9]","[3.0967432890262114, 0.8774650412240663, 2.832782559680912, 1.700360155728995]"
30,"[6, 8]","[0.2565314828766586, 0.9782788881303729]"
31,"[6, 8]","[1.5958815838541294, 2.9018162942446173]"
32,"[11, 8]","[0.0794538197402741, 1.2101534616219136]"
33,"[10, 9, 6, 11]","[0.3954451125089429, 0.9560864322258271, 1.0784729718713564, 2.1604696964130397]"
34,"[10, 9]","[0.06522798274591457, 0.5479476073566514]"
35,"[6, 7, 9, 11]","[1.8946143146306174, 2.8643324736452507, 1.985581645557676, 2.6766162510993774]"
36,[9],[0.9745981729999413]
37,"[9, 7]","[0.9558188189926233, 0.645658591475704]"
38,[8],[0.8036236531747044]
39,"[11, 8, 10, 7]","[0.22416192646096444, 1.0975881889455945, 1.4125582613596817, 0.4542036239797307]"
