,valuation coefficient
0,11.935619697978142
1,18.829908056190664
2,18.750845692717206
3,22.828499306036342
4,15.811779143714256
5,9.417049079024581
6,18.833397444688938
7,12.48089328427545
8,18.24102254977281
9,9.10501775257405
10,18.069821205944915
11,17.016244921938217
12,17.93925135790069
13,21.183036656609964
14,10.801641734845752
15,17.51257592367177
16,13.152922123694232
17,11.79049504923518
18,9.575660319530197
19,16.57847108560911
20,29.316267778998686
21,9.413159933189002
22,20.868750445859533
23,18.572707158860087
24,16.807895509108704
25,13.82280412899187
26,10.289817547880862
27,17.20650063338097
28,17.308024714716936
29,182.06229099935211
30,20.32159983987993
31,14.669486903036926
32,23.96072596994155
33,23.00437998264347
34,195.1313670012499
35,26.85975319014971
36,25.147712053093592
37,183.13098908547943
38,20.512381638137953
39,189.904321036032
