,valuation coefficient
0,20.777046151908017
1,13.200384780417188
2,25.27184120780645
3,8.385045690358776
4,14.831079506750212
5,10.700615619292876
6,25.911937691441956
7,12.71937443308705
8,16.57353836507809
9,25.555057810592164
10,21.118429211841498
11,16.990583828945944
12,29.401748455619483
13,14.826091904360617
14,8.74321073437579
15,17.800350058900964
16,26.17621770899246
17,24.245421462732992
18,16.499654326079664
19,182.060439697008
20,20.10139680925876
21,16.547908459547067
22,23.063360827735142
23,189.00011582997737
24,25.805491039096903
25,18.449356578848757
26,181.2740639739153
27,19.307079915828677
28,8.612736112347395
29,12.597613315670458
30,16.31587531930126
31,20.49675756723216
32,18.471355460719494
33,191.5812226255373
34,17.503115971256882
35,18.68511465502564
36,17.263891653882002
37,27.940208662114898
38,16.731948975328443
39,19.250193801690994
