,valuation coefficient
0,21.979268832345333
1,14.194396731344392
2,13.854298795781075
3,22.322530864286627
4,14.966064353182196
5,24.40179042163149
6,17.520279721581268
7,16.313490670438267
8,27.55123460763707
9,10.679370649818143
10,20.791234653771895
11,8.400630932214348
12,191.28373130803664
13,14.092544408775552
14,27.08910771313429
15,199.28347017042174
16,17.4010442755633
17,15.674655184152058
18,14.286173601105613
19,28.053509505620635
20,16.853580223936106
21,22.98425484456599
22,16.348280840822305
23,20.070138126895255
24,18.86756883058309
25,24.64906725725047
26,15.451563557553449
27,15.29775688132338
28,23.593772481435128
29,10.03312747008092
30,24.277006688112834
31,13.416711652987587
32,197.96057286604778
33,14.67202142571692
34,14.149171958368964
35,19.92905490264739
36,9.789036356995258
37,189.38540343315384
38,19.39767021074546
39,18.87698495546286
