,valuation coefficient
0,10.88402286288
1,28.929292038726484
2,10.260432284221674
3,22.657307968873397
4,195.10107372913677
5,18.73977080046064
6,24.306133368403692
7,10.00680595566377
8,29.592779758971957
9,188.45817387873961
10,11.103069943092528
11,26.86345361192631
12,9.081257402378828
13,198.01876899138176
14,12.545360077887779
15,13.164042494528804
16,19.22790116681876
17,27.572710622836624
18,28.38168323514884
19,183.6054784841061
20,25.16391728579263
21,11.37881988366929
22,28.334426925219073
23,12.894554289852408
24,9.786970134903585
25,18.814676041408923
26,20.755815256260053
27,17.331204766326636
28,23.54320364397897
29,21.662749855664018
30,14.90580525000718
31,22.464826001937816
32,24.10720291426273
33,14.759430226329526
34,27.190705939320008
35,28.57927723106876
36,21.267047896763657
37,21.624797367148933
38,25.54326849110954
39,22.330744263891496
