task_Number,endpoints_location,bandwidth_demand
0,"[11, 7]","[1.4261218372110704, 1.5594830400646331]"
1,[7],[0.6006925756779895]
2,"[7, 9, 10]","[1.6681716263117294, 0.5473191815373771, 1.9367801669775258]"
3,"[7, 11, 10]","[1.9789918586560689, 2.7988021876459745, 0.5696183983106682]"
4,"[9, 7, 10, 8]","[1.1539500866539103, 0.9080468894616234, 2.1335568452763933, 0.4814753393897193]"
5,[7],[2.3798628634629857]
6,[7],[0.4939306309610235]
7,"[6, 9, 7, 11]","[0.9375173060251335, 0.9606307308251023, 3.272766915940227, 1.5882204556012576]"
8,"[6, 9, 8, 10]","[2.9586009741006425, 2.46101413382803, 1.8305054782884596, 0.0708315484965607]"
9,"[7, 11, 8, 9]","[4.513731946461861, 1.1517431202340958, 0.9048892586151062, 1.2539740479190564]"
10,"[7, 9]","[1.0188470698216174, 1.8863718963398033]"
11,"[7, 11, 6, 10]","[1.4614839365362828, 0.44036261092047757, 0.8935521775935282, 0.09024745694537595]"
12,"[11, 8, 6, 10]","[0.8532372360087908, 1.5712349344887357, 0.9957236197292159, 1.3861555226028281]"
13,[10],[0.21125779169303527]
14,"[8, 6]","[2.4419879665849833, 0.944035113161463]"
15,[10],[1.8622830904982566]
16,"[9, 7]","[2.142094646214742, 0.7767862043105065]"
17,[7],[0.7009729795164704]
18,"[8, 6]","[0.934538261409229, 0.45912331053223976]"
19,"[6, 9, 10, 7]","[2.0826118228492927, 0.9102932680878074, 1.2643302261651026, 0.8110087217175727]"
20,"[7, 9, 8, 11]","[1.1048446098720082, 0.9972900369261296, 0.2086627149320096, 1.7225471524616918]"
21,"[10, 7, 11, 6]","[0.5155455311818722, 1.073162080831848, 2.105521594044518, 1.166495495058543]"
22,"[8, 10, 7]","[0.2264173603598495, 0.915894603308623, 2.7673673949384434]"
23,"[11, 10]","[2.289900972347997, 1.4211768817270993]"
24,"[9, 6]","[0.19458771176330647, 2.197980033948088]"
25,[7],[1.0890823313188713]
26,[7],[3.5632915248829895]
27,[6],[2.1076104589647464]
28,"[8, 11, 9, 6]","[0.16131216102802104, 0.8112755816069653, 1.4860742869006638, 0.1656168617077981]"
29,"[9, 7, 11, 8]","[2.180112303817677, 0.23835551791581988, 2.262079428828622, 0.5281964276832798]"
30,[7],[0.794565830182675]
31,"[10, 9, 11, 6]","[1.0022127380330639, 1.4473201656134265, 0.9844571012579098, 1.1256418277014149]"
32,"[11, 9, 7, 10]","[2.0683972483270847, 0.055611654897290363, 1.3164752732097886, 1.1698169156606468]"
33,"[8, 9, 7]","[0.8064184832473417, 1.443914933276588, 2.3306534879360985]"
34,[7],[2.18860746714147]
35,[6],[0.8336783952859003]
36,[6],[1.021489154814431]
37,"[9, 11, 8, 7]","[1.6106940239328331, 1.7392986432209403, 1.434999004016434, 0.5028331325337063]"
38,"[7, 10, 6]","[1.3232054124854926, 1.4982362635970257, 0.43908205540751577]"
39,"[11, 9, 8, 10]","[0.9341456047546307, 0.011905180766900725, 0.5891700602562753, 1.3714537522550498]"
