,arrive_time,finish_time,start_time,usage_time
0,0.05272142751361675,5,1,2
1,0.23410456838073967,7,1,3
2,0.48126772580076693,8,2,2
3,0.8924631095269508,8,2,2
4,1.5303858181189034,9,3,3
5,1.93461556210612,8,3,3
6,2.2578871385664923,6,4,1
7,2.358622014173526,9,3,3
8,2.5608677971614755,10,3,2
9,2.930926031401145,6,3,2
10,2.956349156103127,9,4,2
11,3.146438228001509,8,4,2
12,3.4687864778266486,7,4,1
13,3.9624789370536675,9,4,1
14,3.998269963150798,9,4,2
15,4.518696252371709,11,5,2
16,4.538449963541026,9,6,2
17,4.910969122835215,10,5,2
18,5.00010160994154,11,6,3
19,5.256725610928528,11,6,1
20,5.414369044922907,11,7,3
21,5.430931578695106,10,6,2
22,5.482661195184717,9,6,1
23,5.539410225005864,10,7,1
24,5.694399615273169,11,6,2
25,5.7787934583105685,11,7,2
26,6.691043682736178,11,8,1
27,6.8187960973955954,11,8,1
28,6.821146498053886,11,8,2
29,6.99595504253535,10,7,1
30,7.421488031402081,11,9,2
31,7.7338451069734795,11,9,2
32,8.025594797228013,11,10,1
33,8.621413255768728,11,9,3
34,8.745242186049744,11,10,1
35,8.903509156489056,11,10,1
36,8.917868772214366,11,9,1
37,9.204400645771312,11,11,1
38,9.452290818309407,11,10,2
39,9.658874866836143,11,10,2
