task_Number,endpoints_location,bandwidth_demand
0,"[6, 9, 8, 10]","[2.3511719687981003, 0.30769812514259376, 1.068682822601538, 0.39275973473475123]"
1,"[11, 10]","[0.11482299003469576, 0.6144260202782778]"
2,"[6, 9]","[0.8959907257572837, 1.2754502039743505]"
3,"[7, 9, 6]","[2.2312628977086852, 1.952897542606108, 1.6335523776331597]"
4,"[11, 8, 6, 9]","[0.9331607612544164, 0.4829189440284246, 0.7724695572780776, 1.7057036361518034]"
5,"[9, 8, 10]","[1.1994902007408104, 1.862418099742821, 0.3752105208259221]"
6,"[6, 9]","[0.6142277972755512, 0.031447456802298546]"
7,[7],[0.934925039846156]
8,[10],[0.8091773426502937]
9,[7],[0.3282620427795877]
10,[9],[0.04761177387173354]
11,"[7, 10, 11, 9]","[0.02935034880267251, 0.9973828476314596, 1.6760347645707268, 1.1422238641156173]"
12,[10],[1.5399231276857193]
13,[10],[0.49211697451932457]
14,"[7, 11]","[1.8429849748814031, 1.0090434822643275]"
15,"[10, 7]","[0.6934468095937889, 1.3743188645103246]"
16,"[11, 9, 6, 8]","[0.783774123456221, 0.4568017376308504, 0.5300269742196799, 0.44478500065094484]"
17,"[7, 9, 11, 10]","[0.7793930837652631, 1.830085978850091, 2.073278273833802, 3.238419662159619]"
18,"[9, 7, 8, 11]","[2.1386507627649243, 3.0036097331775355, 0.46388161688948104, 1.747457182960389]"
19,"[6, 7]","[1.3759512445835418, 1.467233315997733]"
20,"[6, 9, 10, 8]","[1.693069863187932, 0.14548004343571574, 1.881542302235128, 2.0226077708178614]"
21,"[8, 10, 6]","[1.2094670651515997, 0.9936987833455367, 0.3781725769356655]"
22,[10],[1.2525397741883095]
23,"[6, 10]","[1.9070442148086086, 1.8832628250069825]"
24,"[7, 8]","[1.914490765761871, 2.0536888024930375]"
25,"[8, 7, 11, 6]","[0.9644585843347973, 3.4898615523147547, 0.5518055378212114, 0.8397130699908928]"
26,"[6, 10]","[1.2876061041018225, 3.132895695625758]"
27,[6],[1.101442411071103]
28,[9],[2.2405259459924203]
29,[9],[1.5562748674883107]
30,[11],[1.2359579069247664]
31,"[9, 8, 11, 6]","[0.9456447364514373, 2.6846589797545817, 1.4802712210283735, 1.6262755680385261]"
32,"[9, 8]","[1.9696606727791632, 2.0302456819177044]"
33,"[8, 11, 7, 10]","[1.9393205751559917, 1.5596675549761048, 1.2758780467076152, 2.4576400400971266]"
34,"[6, 8]","[0.46991149484939465, 1.6762599287392366]"
35,"[10, 6, 8]","[1.986272670358929, 0.5445555112276992, 2.07310671140118]"
36,"[11, 6, 9, 8]","[0.3196432691134937, 1.3383391320698985, 0.8693775460567029, 2.3066134725017777]"
37,[7],[3.6196815992250277]
38,[11],[1.0739896022656001]
39,[9],[1.4504219860362433]
