task_Number,endpoints_location,bandwidth_demand
0,[8],[2.052814881861793]
1,"[8, 10]","[1.438717107321202, 2.5456537608750907]"
2,"[10, 7, 9]","[1.7227046665911996, 0.5710203844595747, 1.8208715901392]"
3,"[10, 6]","[1.303984904681038, 0.4056739045856669]"
4,"[7, 10, 8]","[1.4494601949047925, 1.2339095023724145, 0.7657563336875649]"
5,"[8, 7, 11, 6]","[0.9149028502819669, 0.6723149253410646, 1.8634032075701426, 1.4257185051243224]"
6,[6],[0.9510235624925326]
7,"[11, 8, 7]","[1.245374054873011, 1.2328261460621017, 3.028987130258583]"
8,"[11, 6, 10]","[0.5624620605159958, 1.4525660715299025, 0.31378839021341387]"
9,[10],[0.647569346671199]
10,"[8, 6]","[1.8630270999902205, 1.162597390455331]"
11,"[8, 9]","[1.3144628607606228, 1.0580149831088974]"
12,"[10, 6, 8]","[0.10616427693720598, 0.6662832621035428, 3.0708869368223213]"
13,[10],[0.21874106710461605]
14,[6],[1.279288844048429]
15,[8],[1.6547975011467506]
16,[11],[1.3828903997109037]
17,[8],[1.5163194193587914]
18,"[10, 9]","[1.1994966732639503, 1.1481035960338308]"
19,[10],[1.3577376564881254]
20,"[6, 10, 8]","[2.3007024543631998, 1.752175613005932, 2.3896244902437944]"
21,"[11, 7]","[3.1490960545936857, 2.3020761119771844]"
22,"[11, 7]","[1.6258422071402516, 2.7998200435274105]"
23,"[6, 7]","[0.9986209837507289, 0.9555094495718043]"
24,[6],[1.5337585233229003]
25,"[7, 8, 9, 11]","[1.2615822661181628, 0.4476315364909439, 1.466156552131478, 0.2296384561790269]"
26,[9],[1.409389051602983]
27,"[10, 8]","[0.10267592344179677, 1.5609011336087781]"
28,[7],[0.14744031087474874]
29,"[6, 9]","[0.6105121732437768, 0.7789671014847697]"
30,"[7, 9, 10, 11]","[2.0734528342251783, 1.2498058572093655, 1.022256190919107, 1.0194490132776233]"
31,"[10, 9, 8, 7]","[1.880475326468335, 0.3708190531814831, 0.3106738829457063, 3.1304466360589784]"
32,[9],[0.9074276478615664]
33,[6],[2.3478082520210863]
34,[6],[0.678388195535119]
35,[9],[0.7852291154343488]
36,"[8, 7, 11, 9]","[0.3794068647428144, 1.9672729238858613, 1.2555943349751861, 0.5455227326546818]"
37,"[10, 6, 8]","[0.6893891648238479, 1.7197264832416002, 0.19710845134523092]"
38,"[7, 6]","[1.6617877436697424, 1.9735634928724974]"
39,[7],[0.6204157160515248]
