,valuation coefficient
0,19.90596035734481
1,189.42942229127868
2,18.58044188362667
3,20.97243763695227
4,14.75783617749725
5,9.028434557770074
6,26.605980044450515
7,28.10237751069029
8,24.93638704707998
9,26.665638302355394
10,26.118796384124483
11,12.312228240023
12,26.935525358161147
13,186.36450094021166
14,29.288591051342706
15,25.10347805623544
16,180.3010802896056
17,21.488935713339448
18,29.13098259652995
19,25.297981979172786
20,29.35428067834096
21,9.90789496800907
22,19.503865894551197
23,24.799874330635152
24,180.21359142009825
25,26.82456110341476
26,23.43384235950544
27,11.434061422670368
28,27.04575703731031
29,10.161472866157391
30,18.126046566098687
31,19.09492413564402
32,14.4240616408725
33,8.72358253522344
34,17.9298226401974
35,8.428926397398484
36,16.144457517672482
37,8.17969210294772
38,14.136545740434608
39,21.92987001190921
