data_link, bandwidth_capacity
"(1, 2)",4.606758092625083
"(3, 2)",4.606758092625083
"(8, 2)",4.606758092625083
"(4, 10)",4.606758092625083
"(7, 1)",4.606758092625083
"(3, 0)",4.606758092625083
"(2, 8)",4.606758092625083
"(9, 3)",4.606758092625083
"(6, 0)",4.606758092625083
"(2, 1)",4.606758092625083
"(3, 9)",4.606758092625083
"(0, 5)",4.606758092625083
"(1, 4)",4.606758092625083
"(5, 4)",4.606758092625083
"(3, 4)",4.606758092625083
"(2, 5)",4.606758092625083
"(1, 0)",4.606758092625083
"(10, 4)",4.606758092625083
"(0, 1)",4.606758092625083
"(0, 3)",4.606758092625083
"(11, 5)",4.606758092625083
"(4, 1)",4.606758092625083
"(4, 3)",4.606758092625083
"(5, 11)",4.606758092625083
"(0, 6)",4.606758092625083
"(5, 0)",4.606758092625083
"(1, 7)",4.606758092625083
"(4, 5)",4.606758092625083
"(2, 3)",4.606758092625083
"(5, 2)",4.606758092625083
