,valuation coefficient
0,23.00887548601725
1,13.624857613617635
2,16.981950698015012
3,9.522600485659561
4,10.222128399736757
5,27.296776346542043
6,15.47982252044452
7,8.246156129158495
8,23.12447829141547
9,184.7391406410437
10,24.456042299923563
11,17.008677350715594
12,8.830573372544697
13,22.149881448781453
14,23.24593230048203
15,17.72904029298907
16,16.935447637545526
17,19.294862485878603
18,24.6996228310866
19,11.478288628623538
20,18.40186240933698
21,27.87995692479744
22,12.400190088296856
23,16.51729515449736
24,21.323904613429058
25,10.393501326409586
26,25.620649267171956
27,18.626477761174197
28,25.442623191783394
29,20.46163603524166
30,26.20219327658102
31,21.022739990190896
32,182.95432579316028
33,183.25271143748282
34,22.569426034060925
35,192.6949407011125
36,9.663885758522557
37,22.91104340163596
38,23.999006782784694
39,16.70497427988485
