task_Number,endpoints_location,bandwidth_demand
0,"[8, 11, 9, 7]","[1.0444774593106116, 1.6837118188486644, 0.11763924422679373, 1.4388212314989386]"
1,"[6, 10, 9, 11]","[0.6712874828683352, 0.6820842354790906, 1.679958936475983, 0.45273958108115653]"
2,"[10, 6, 9, 11]","[2.041375383570321, 1.5551816656308335, 2.166253752259273, 2.1536292941718242]"
3,[7],[1.2859136856995796]
4,"[10, 11, 6]","[0.8232927266498613, 0.8947547658327291, 1.2130903030511317]"
5,"[7, 9]","[1.0321596898371665, 1.382697681343083]"
6,[10],[2.8537469117396483]
7,"[7, 11, 10]","[4.137824357315578, 0.005150659680505543, 1.7325479566427235]"
8,"[8, 11, 7, 10]","[0.7057138456655746, 1.707094726753259, 0.5888506984941333, 1.1764030080939272]"
9,"[7, 8, 10, 6]","[2.942759498861789, 0.5713161605954784, 0.6128626756280784, 0.9717487170911837]"
10,"[8, 6, 10, 11]","[0.9337602159858172, 0.33540506978236595, 1.385550654939123, 1.106012768387989]"
11,[6],[1.4338046778704556]
12,[7],[1.1400329969014316]
13,"[10, 8, 11, 7]","[0.7799254555773362, 0.6801638567119332, 1.0658349289305187, 1.6433882454568232]"
14,"[10, 11]","[0.3345984192810103, 1.1448903922024454]"
15,"[6, 8, 9, 10]","[0.8772622095829692, 1.763035745742048, 0.020059270471238788, 1.814818301974515]"
16,"[6, 7, 9, 8]","[1.4870662460692137, 1.746352525268993, 1.3770520439310823, 0.8327387513462767]"
17,[8],[0.03812314358272728]
18,[10],[1.7430425770779334]
19,"[11, 6, 9]","[1.7149641670868472, 0.9641816060464562, 0.4867603243797688]"
20,[7],[2.1503506574601197]
21,[8],[2.9530172591879604]
22,[8],[0.9965170789379487]
23,"[9, 8]","[1.2095899092330813, 1.5209829323153712]"
24,[11],[0.9700427848967496]
25,"[11, 6, 10]","[1.4958007938936047, 1.3987824336607115, 0.01939280641988661]"
26,"[9, 7, 6, 8]","[0.9269795940582741, 1.068116053321528, 0.20804113748429998, 0.3751968716522135]"
27,[6],[2.1571132231737455]
28,"[6, 7, 11]","[0.30573369200400546, 2.2176385047863603, 0.6525166651147498]"
29,[10],[0.2388108598380062]
30,"[8, 11, 9]","[1.6400290185390554, 0.9782420357635228, 0.48221627119883226]"
31,"[11, 6]","[2.4333031375343355, 0.9114255642484533]"
32,[10],[2.9864216059390163]
33,"[6, 8]","[1.6771979476588084, 0.7892592916301652]"
34,"[9, 7]","[2.398335236370798, 0.3151486090475586]"
35,"[9, 11]","[2.4490742678876307, 2.474149346225808]"
36,"[7, 11, 10]","[0.18631436176384997, 2.2088055363416768, 1.240178763320199]"
37,[9],[0.22704558916069184]
38,"[9, 7, 6, 11]","[0.8126455763631252, 0.4007247830690096, 2.605076365932896, 0.3683479153712439]"
39,"[7, 9, 8]","[1.351116115016962, 0.9314738091509913, 1.0656961279707782]"
