,valuation coefficient
0,11.584190602845077
1,26.256363626775318
2,186.2271413593717
3,17.398873792225636
4,195.10841263227366
5,20.72856175911279
6,184.48905971139527
7,10.121030372081819
8,20.62149845947878
9,25.733595270552783
10,190.0510551173907
11,23.595296167202456
12,17.34461892404417
13,19.96184910201592
14,21.592726821926846
15,22.763609650344726
16,17.58907044930634
17,29.952467744416076
18,25.373756306715215
19,17.046250855359865
20,9.275473953590573
21,18.909552158979466
22,15.888068371872414
23,26.715904492770925
24,27.182994230548097
25,8.745188029012583
26,22.705076902088123
27,9.924588978368904
28,27.568645203787263
29,14.169024789987345
30,21.594659836683874
31,14.705961316520137
32,10.715776628477977
33,11.67778004102589
34,11.158318222237865
35,15.131089203843533
36,16.836115811928074
37,8.198802437145412
38,9.352176033156162
39,26.43591484502278
