task_Number,endpoints_location,bandwidth_demand
0,"[7, 10]","[0.4239396908093144, 1.1748620127799525]"
1,"[11, 9, 6, 7]","[1.5423777138842167, 0.669990849035969, 1.5118741826584656, 2.2455839938832285]"
2,[11],[1.6785419372431267]
3,[10],[2.490525502138631]
4,"[6, 8, 9]","[0.46092087216145217, 0.544014186257695, 0.4547118071564866]"
5,[7],[2.2792377406452182]
6,"[8, 10, 11, 9]","[2.7576481336583387, 1.3759513776131433, 1.53198130912399, 1.3782231698208127]"
7,"[11, 9, 7]","[1.7272943700322778, 2.1309828627795557, 1.225694715359551]"
8,"[7, 8, 10, 9]","[1.8342327073379194, 0.16323357603723054, 2.0740758552519996, 0.26796804568596344]"
9,[7],[0.2820003958800835]
10,"[10, 11]","[2.044656416388078, 0.5421563492139645]"
11,[8],[2.23451466302307]
12,"[9, 10]","[0.38362596143796757, 1.3686302047031969]"
13,[9],[0.9092105784419496]
14,"[8, 9]","[0.933354794332068, 0.3020152376044055]"
15,[8],[1.5385885253748128]
16,"[9, 7]","[1.1268830019181346, 2.5194943113880415]"
17,[10],[1.471775908967862]
18,[7],[0.2936067940587386]
19,"[8, 6, 9]","[1.4409545931866665, 0.7523255345622472, 0.1323598541536204]"
20,"[10, 11, 9]","[0.5194442914797389, 0.8487578425596537, 0.3857296750307805]"
21,[6],[0.7348924129786498]
22,"[6, 11]","[1.3005618220242963, 0.17628329454669733]"
23,"[8, 6]","[1.2752715605059477, 2.107697437478108]"
24,[8],[0.45055274480033825]
25,"[10, 11, 9]","[1.1836194620186398, 0.608842490201071, 0.4223127657309783]"
26,"[9, 11]","[1.0408467608175673, 1.4694960536201362]"
27,"[8, 7]","[1.0574610577874675, 1.855433162029569]"
28,"[10, 9, 11, 8]","[1.3737612553105818, 1.765226542865467, 0.32891601535873827, 1.7207297256570264]"
29,"[7, 8]","[2.1670231808582185, 0.4572567848995889]"
30,"[6, 9, 11]","[1.838009686999874, 2.1470632594976955, 2.0419525411784747]"
31,"[8, 11]","[1.895973525041547, 0.2349545526858411]"
32,"[6, 11]","[0.6362823232674322, 1.7873747083812055]"
33,"[8, 10, 6]","[0.25950732397111076, 2.085293700355295, 1.2519523117735818]"
34,[8],[1.302775806564041]
35,"[8, 11]","[0.1492661642948182, 0.95674308479365]"
36,"[7, 10, 6]","[1.2647133738806526, 2.4053804341524865, 0.5823900793547778]"
37,"[11, 6, 10, 8]","[0.3497651814859041, 0.652462943423725, 1.1270264823992224, 0.6728887751348771]"
38,"[11, 6, 9, 10]","[0.28065452654527967, 2.9048211251204883, 0.16767900442999883, 3.5412612238541974]"
39,[9],[1.5641367116124383]
