,valuation coefficient
0,20.73763154692569
1,25.389314841998797
2,12.340619279531296
3,25.060528266100757
4,29.53449058145646
5,24.013543938923085
6,16.10958544696676
7,187.3446154367561
8,187.42383247256902
9,24.284913129193676
10,27.67488844525959
11,18.1446466829956
12,18.47333797880844
13,18.720437583462093
14,25.26830615507568
15,19.55719267064664
16,10.54632456118885
17,10.023593833594067
18,21.474923502856377
19,9.514435633344327
20,14.81363766770944
21,19.505732856684734
22,9.697100431747714
23,28.113257002751084
24,28.562390776642232
25,11.606214436972547
26,17.247647680584738
27,17.662671936308367
28,18.858408667742175
29,27.848124632499868
30,26.075205402817236
31,19.492917642915053
32,23.28871050484984
33,28.667286732949446
34,184.03804678821606
35,29.06656040970937
36,21.825066813548467
37,14.028056130906243
38,194.14113422710125
39,8.373012067965249
